"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","Article title","DOI","similarity"
"","1200","1200","","","2015-06-18","2015-06-17","Comparison of single and combination diuretics on glucose tolerance (pathway-3) protocol for a randomised double-blind trial in patients with essential hypertension","University of Cambridge","BMJ Open","","","","BMJ","2015","","0","","Comparison of single and combination diuretics on glucose tolerance (pathway-3) protocol for a randomised double-blind trial in patients with essential hypertension","10.1136/bmjopen-2015-008086","0.9969604863221885"
"","2000","2000","","","","2015-06-18","","University of Cambridge","Journal of Antimicrobial Chemotherapy","","","","Oxford University Press (OUP)","2015","","0","","Early insights into the potential of the Oxford Nanopore MinION for antimicrobial resistance gene detection","10.1093/jac/dkv206","0.8738738738738738"
"","763.36","763.36","","","2015-07-16","2015-06-19","","University of Cambridge","American Mineralogist","","","","Mineralogical Society of America","2015","","0","","Elastic softening of leucite and the lack of polar domain boundaries","10.2138/am-2015-5313ccby","1.0"
"","2160.1","2160.1","","","2015-07-28","2015-06-22","","University of Cambridge","Chemistry - a European Journal","","","","Wiley-Blackwell","2015","","0","","Callipeltosides A, B & C: Total Syntheses and Structural Confirmation","10.1002/chem.201501877","0.9714285714285714"
"","","","","","","2015-06-22","Graphene and chiral nematic liquid crystals: a focus on lasing","University of Cambridge","RSC Advances","","","","Royal Society of Chemistry (RSC)","2015","","0","","Graphene and chiral nematic liquid crystals: a focus on lasing","10.1039/c5ra09415a","1.0"
"","3778.63","3778.63","","","2015-07-10","2015-06-22","","University of Cambridge","Cell Host & Microbe","","","","Elsevier BV","2015","","0","","Myeloid growth factors promote resistance to mycobacterial infection by forestalling granuloma necrosis through macrophage replenishment","10.1016/j.chom.2015.06.008","0.9703703703703703"
"","2061.07","2061.07","","","2015-06-29","2015-06-23","","University of Cambridge","British Journal of Nutrition","","","","Cambridge University Press (CUP)","2015","","0","","The cross-sectional association between snacking behaviour and measures of adiposity: The Fenland Study, UK","10.1017/s000711451500269x","1.0"
"","1440","1440","","","2015-06-26","2015-06-23","","University of Cambridge","Philosophical Transactions of the Royal Society B: Biological Sciences","","","","Royal Society Publishing ","2015","","0","","The impact of neuroscience on society: Cognitive enhancement in neuropsychiatric disorders and in healthy people","10.1098/rstb.2014.0214","1.0"
"","536.4","536.4","","","","2015-06-23","","University of Cambridge","Race Ethnicity and Education","","","","Informa UK Limited","2015","","0","","Unfulfilled promises of equity: racism and interculturalism in Chilean Education","10.1080/13613324.2015.1095173","1.0"
"","","","","","","2015-06-23","","University of Cambridge","Journal of Visualized Experiments","","","","MyJove Corporation","2015","","0","","Improved heterojunction quality in Cu2O-based solar cells through the optimization of atmospheric pressure spatial atomic layer deposited Zn1-xMgxO","","0"
"","","","","","","2015-06-24","","University of Cambridge","Journal of Visualized Experiments","","","","MyJove Corporation","2015","","1","","Assessment of maternal vascular remodeling during pregnancy in the mouse uterus","10.3791/53534","1.0"
"","3780","3780","","","2015-07-15","2015-06-25","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","Transcriptional regulation of Annexin A2 promotes starvation-induced autophagy","10.1038/ncomms9045","1.0"
"","536.4","536.4","","","2015-07-10","2015-06-29","","University of Cambridge","Combustion Science and Technology","","","","Informa UK Limited","2015","","0","","DNS of complex fuel combustion with detailed chemistry: physical insight and mean reaction rate modelling","10.1080/00102202.2015.1064911","0.8927038626609443"
"","1188","1188","","","2015-07-13","2015-06-29","","University of Cambridge","Scientific Reports","","","","Springer Nature","2015","","0","","Hydroxyproline Ring Pucker Causes Frustration of Helix Parameters in the Collagen Triple Helix","10.1038/srep12556","1.0"
"","","","","","","2015-06-29","","University of Cambridge","IEEE Transactions on Nuclear Science","","","","Institute of Electrical and Electronics Engineers (IEEE)","2015","","0","","Combining MRI With PET for Partial Volume Correction Improves Image-Derived Input Functions in Mice","10.1186/2197-7364-1-s1-a84","1.0"
"","2825.33","2825.33","","","","2015-07-02","","University of Cambridge","Current Opinion in Chemical Engineering","","","","Elsevier BV","2015","","0","","Automatic discovery and optimization of chemical processes","10.1016/j.coche.2015.07.001","1.0"
"","1896.14","1896.14","","","","2015-07-03","","University of Cambridge","Psychopharmacology","","","","Springer Nature","2015","","0","","Trial-unique, delayed nonmatching-to-location (TUNL) touchscreen testing for mice: Sensitivity to dorsal hippocampal dysfunction","10.1007/s00213-015-4017-8","1.0"
"","3780","3780","","","","2015-07-03","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","Signature of magnetic-dependent gapless odd frequency states at superconductor / ferromagnet interfaces","10.1038/ncomms9053","0.9901960784313726"
"","2474.39","2474.39","","","","2015-07-06","","University of Cambridge","Journal of Neurotrauma","","","","Mary Ann Liebert Inc","2015","","0","","Extracellular N-acetylaspartate in human traumatic brain injury","","0"
"","","","","","","2015-07-06","","University of Cambridge","Annals of Oncology","","","","Oxford University Press (OUP)","2015","","0","","Prospective study evaluating the relative sensitivity of 18F-NaF PET/CT for detecting skeletal metastases from renal cell carcinoma in comparison to multidetector CT and 99mTc-MDP bone scintigraphy, using an adaptive trial design.","10.1093/annonc/mdv289","0.9934354485776805"
"","3240","3240","","","","2015-07-06","","University of Cambridge","Neuropsychopharmacology","","","","Springer Nature","2015","","0","","Biases in the explore-exploit tradeoff in addictions: the role of avoidance of uncertainty","10.1038/npp.2015.208","0.9888888888888889"
"","2317.2","2317.2","","","","2015-07-06","","University of Cambridge","Obesity Reviews","","","","Wiley-Blackwell","2015","","0","","Determinants of sugar-sweetened beverage consumption in young children: a systematic review","10.1111/obr.12310","1.0"
"","2283.08","2283.08","","","","2015-07-06","","University of Cambridge","The International Journal of Biochemistry & Cell Biology","","","","Elsevier BV","2015","","0","","Functional roles of non-coding Y RNAs","10.1016/j.biocel.2015.07.003","1.0"
"","1890.54","1890.54","","","","2015-07-07","","University of Cambridge","Construction and Building Materials","","","","Elsevier BV","2015","","0","","Bond Behaviour of Reinforcing Bars in Cracked Concrete","10.1016/j.conbuildmat.2015.06.043","1.0"
"","1559.4","1559.4","","","","2015-07-07","","University of Cambridge","Frontiers in Zoology","","","","Springer Nature","2015","","0","","The role of stripe orientation in target capture success","10.1186/s12983-015-0110-4","1.0"
"","770.12","770.12","","","","2015-07-07","","University of Cambridge","MAbs","","","","Informa UK Limited","2015","","0","","Functionalised micro-capillary film for the rapid at-line analysis of IgG aggregates in a cell culture bioreactor","10.1080/19420862.2015.1065365","0.9911504424778761"
"","2259.95","2259.95","","","","2015-07-07","","University of Cambridge","Journal of the American College of Cardiology: Heart Failure","","","","Elsevier BV","2015","","0","","Contribution of major lifestyle risk factors for incident heart failure in older adults: the Cardiovascular Health Study","10.1016/j.jchf.2015.02.009","0.8405797101449275"
"","1049.54","1049.54","","","","2015-07-08","","University of Cambridge","AIP Advances","","","","AIP Publishing","2015","","0","","Reversible migration of silver on memorized pathways in Ag-Ge40S60 films","10.1063/1.4927006","1.0"
"","","","","","","2015-07-08","","University of Cambridge","Physical Chemistry Chemical Physics : PCCP","","","","Royal Society of Chemistry (RSC)","2015","","0","","Energy Landscapes of a Hairpin Peptide Including NMR Chemical Shift Restraints","10.1039/c5cp01259g","1.0"
"","","","","","","2015-07-08","","University of Cambridge","Advanced Functional Materials","","","","Wiley-Blackwell","2015","","0","","Fragile-to-Strong Crossover in Supercooled Liquid Ag-In-Sb-Te Studied by Ultrafast Calorimetry","10.1002/adfm.201501607","1.0"
"","1618.51","1618.51","","","","2015-07-09","","University of Cambridge","BMJ Open","","","","BMJ","2015","","0","","Development of a universal approach to increase physical activity among adolescents: The GoActive Intervention","10.1136/bmjopen-2015-008610","1.0"
"","","","","","","2015-07-09","","University of Cambridge","Journal of Materials Processing Technology","","","","Elsevier BV","2015","","0","","Modelling and Visualisation of Material Flow in Friction Stir Spot Welding","10.1016/j.jmatprotec.2015.06.021","1.0"
"","1902.71","1902.71","","","","2015-07-10","","University of Cambridge","Schizophrenia Research","","","","Elsevier BV","2015","","0","","Longitudinal regional brain volume loss in schizophrenia: relationship to antipsychotic medication and change in social function","10.1016/j.schres.2015.06.016","1.0"
"","1546.49","1546.49","","","","2015-07-10","","University of Cambridge","Stem Cells","","","","Wiley-Blackwell","2015","","0","","Molecular mechanisms mediating retinal reactive gliosis following bone marrow mesenchymal stem cell (BM-MSC) transplantation","10.1002/stem.2095","0.9623430962343096"
"","2282.44","2282.44","","","","2015-07-11","","University of Cambridge","Earth and Planetary Science Letters","","","","Elsevier BV","2015","","0","","Fe-XANES analyses of Reykjanes Ridge basalts: Implications for oceanic crust's role in the solid Earth oxygen cycle","10.1016/j.epsl.2015.07.017","1.0"
"","1188","1188","","","","2015-07-12","","University of Cambridge","Scientific Reports","","","","Springer Nature","2015","","0","","An improved cucumber mosaic virus-based vector for efficient decoying of plant microRNAs","10.1038/srep13178","1.0"
"","1853.41","1853.41","","","","2015-07-13","","University of Cambridge","Contributions to Mineralogy and Petrology","","","","Springer Nature","2015","","0","","The evolution and storage of primitive melts in the Eastern Volcanic Zone of Iceland: the 10 ka GrÌ?msvÌ¦tn tephra series (i.e. the Saksunarvatn ash)","10.1007/s00410-015-1170-3","0.972972972972973"
"","","","","","","2015-07-13","","University of Cambridge","Angewandte Chemie International Edition (English)","","","","Wiley-Blackwell","2015","","0","","Copper-Catalyzed Oxy-Alkenylation of Homoallylic Alcohols to Generate Functional syn-1,3-Diol Derivatives","10.1002/ange.201501995","0.9952153110047847"
"","","","","","","2015-07-13","","University of Cambridge","Angewandte Chemie International Edition (English)","","","","Wiley-Blackwell","2015","","0","","A concise and scalable strategy for the total synthesis of dictyodendrin B based on sequential C‰ÛÒH functionalization.","10.1002/anie.201500067","0.9702127659574468"
"","2698.87","2698.87","","","","2015-07-14","","University of Cambridge","British Journal of Dermatology","","","","Wiley-Blackwell","2015","","0","","p53 activity contributes to defective interfollicular epidermal differentiation, in hyperproliferative murine skin","10.1111/bjd.14048","0.9955947136563876"
