Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid (£) including VAT if charged,APC paid (£) excluding VAT,VAT (£),Additional publication costs (£),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in £,Amount of APC charged to RCUK OA fund (include VAT if charged) in £,Licence,Correct license applied,Problem-free open access publication,Notes
University of Aberdeen,11/08/2015,C Lin/ W Pang,COPS,,,,,Springer,Cognitive Computation,,,Sherlock: a Semi-Automatic Framework for Quiz Generation using a Hybrid Semantic Similarity Measure,,RCUK,,,,,,EP/G066051/1,,,11/08/2015,,2640,,EUR,,1890.63,,,Pre-payment discount,,,,,,Reverse VAT reported
University of Aberdeen,01/08/2015,M Gavan,CLSM,,,,,Springer,Conservation Genetics,,,Gene dynamics of Toll-like receptor 4 through a population bottleneck in an insular population of water voles (Arvicola amphibius),,RCUK,,,,,,RT10057-14,,,30/07/2015,,2220,440,EUR,,1847.99,,,Pre-payment discount,,,,,,
University of Aberdeen,19/11/2015,A Price,CLSM,,,,,Springer,Rice,,,"Assessing the genetic diversity of rice origniating from Bangladesh, Assam and West Bengal",,RCUK,,,,,,BB/J00336/1,,,,,1145,229,GBP,1374,1145,,,,,,,,,
University of Aberdeen,04/03/2015,L Philip,COPS,,,10.1080/14702541.2014.978805,"Sarah Schiffling, Stavros Karamperidis & John D. Nelson",Taylor & Francis,Scottish Geographical Journal,,Journal article/Review (Hybrid journal),Local Shops vs Online Retailers: Competition or Synergy?,26/01/2015,RCUK,,,,,,EP/G066051/1 (dot.rural),,,,540,450,90,GBP,,,,,"Jisc offsetting deal, 75% discount",,540,CC BY,,,
University of Aberdeen,04/03/2015,L Philip,COPS,,,10.1080/14702541.2014.978806,"Lorna Philip, Anne Roberts, Margaret Currie & Alasdair Mort",Taylor & Francis,Scottish Geographical Journal,1470-2541,Journal article/Review (Hybrid journal),Technology for older adults: maximising personal and social interaction (TOPS): exploring opportunities for eHealth to support the older rural population with chronic pain,15/01/2015,RCUK,,,,,,EP/G066051/1 (dot.rural),,,,540,450,90,GBP,,,,,"Jisc offsetting deal, 75% discount",,540,CC BY,,,
University of Aberdeen,04/03/2015,L Philip,COPS,,,10.1080/14702541.2014.978807,"Leanne Townsend, Claire Wallace & Gorry Fairhurst",Taylor & Francis,Scottish Geographical Journal,,Journal article/Review (Hybrid journal),"""Stuck out here"": the critical role of broadband for remote rural places",04/02/2015,RCUK,,,,,,EP/G066051/1 (dot.rural),,,,540,450,90,GBP,,,,,"Jisc offsetting deal, 75% discount",,540,CC BY,,,
University of Aberdeen,04/03/2015,L Philip,COPS,,,10.1080/14702541.2014.978808,"Fiona H. Ashmore, John H. Farrington & Sarah Skerratt",Taylor & Francis,Scottish Geographical Journal,,Journal article/Review (Hybrid journal),Superfast broadband and rural community resilience: examining the rural need for speed,26/01/2015,RCUK,,,,,,EP/G066051/1 (dot.rural),,,,540,450,90,GBP,,,,,"Jisc offsetting deal, 75% discount",,540,CC BY,,,
University of Aberdeen,04/03/2015,L Philip,COPS,,,10.1080/14702541.2014.978809,"Koen Arts, Antonio A.R. Ioris, Christopher J.A. MacLeod, Xiwu Han, Somayajulu Sripada, João R.Z. Braga & René Van der Wal",Taylor & Francis,Scottish Geographical Journal,,Journal article/Review (Hybrid journal),Supply of Online Environmental Information to Unknown Demand: the importance of interpretation and liability related to a national network of river level data,03/05/2015,RCUK,,,,,,EP/G066051/1 (dot.rural),,,,540,450,90,GBP,,,,,"Jisc offsetting deal, 75% discount",,540,CC BY,,,
University of Aberdeen,04/03/2015,L Philip,COPS,,,10.1080/14702541.2014.978810,"Anne Helen Schneider, Alasdair Mort, Peter Kindness, Chris Mellish, Ehud Reiter & Phil Wilson",Taylor & Francis,Scottish Geographical Journal,,Journal article/Review (Hybrid journal),Using technology to enhance rural resilience in pre-hospital emergencies,26/01/2015,RCUK,,,,,,EP/G066051/1 (dot.rural),,,,540,450,90,GBP,,,,,"Jisc offsetting deal, 75% discount",,540,CC BY,,,
University of Aberdeen,04/03/2015,L Philip,COPS,,,10.1080/14702541.2014.994673,"S. van der Loo, L. Chen, P. Edwards, J.A. Holden, S. Karamperidis, M.J. Kollingbaum, A.C. Marqui, J.D. Nelson, T.J. Norman, M. Piecyk & E. Pignotti",Taylor & Francis,Scottish Geographical Journal,,Journal article/Review (Hybrid journal),Development of a digital tool to overcome the challenges of rural food SMEs,03/02/2015,RCUK,,,,,,EP/G066051/1 (dot.rural),,,,540,450,90,GBP,,,,,"Jisc offsetting deal, 75% discount",,540,CC BY,,,
University of Aberdeen,04/03/2015,L Philip,COPS,,,10.1080/14702541.2015.1034761,"Ruth Wilson, Claire Wallace & John H. Farrington",Taylor & Francis,Scottish Geographical Journal,,Journal article/Review (Hybrid journal),A virtual geography of the Scottish Islands,20/04/2015,RCUK,,,,,,EP/G066051/1 (dot.rural),,,,540,450,90,GBP,,,,,"Jisc offsetting deal, 75% discount",,540,CC BY,,,
University of Aberdeen,23/07/2015,Beth Scott/M Chimienti,,,,10.1002/ece3.1,,Wiley-Blackwell,Ecology and Evolution,,,The use of an unsupervised learning approach for characterising latent behaviours in accelerometer data,,RCUK,,,,,,RG10352-10,,,17/12/2015,,777,,GBP,777,777,0,,Pre-payment discount,,,,,,
University of Aberdeen,18/01/2015,D Brickhill,CLSM,,,10.1002/ece3.1615,"Daisy Brickhill , Peter Evans , Jane Reid",Wiley-Blackwell,Ecology and Evolution,2045-7758,Journal article/Review (Hybrid journal),Spatio-temporal variation in European starling reproductive success at multiple small spatial scales,22/07/2015,RCUK,,,NERC,,,PhD studentship,,,06/02/2015,1165.2,971,194.2,GBP,,,,,Pre-payment discount,,1165.2,CC BY,,,
University of Aberdeen,14/12/2015,J Willment,CLSM,,,10.1002/eji.201…,,Wiley-Blackwell,European Journal of Immunology,,,"The mycobacterial receptor, Clec4d (CLECSF8, MCL) is co-regulated with Mincle and upregulated on mouse myeloid cells following microbial challenge",,COAF,,,,,,RG11022,,,14/12/2015,,1875,,GBP,1875,1875,0,,Pre-payment discount,,,,,,
University of Aberdeen,08/06/2015,J Lessels,COPS,,,10.1002/hyp.10566,"Sean K. Carey Jason Lessels , Pete Smith , Chris Soulsby , Doerthe Tetzlaff",Wiley-Blackwell,Hydrological Processes,,Journal article/Review (Hybrid journal),A coupled hydrology-biogeochemistry model to simulate dissolved organic carbon exports from a permafrost influenced catchment,14/07/2015,RCUK,,,ESRC,,,NE/K000268/1,,,10/06/2015,1800,1500,300,GBP,,,,,Pre-payment discount,,1800,CC BY,,,
University of Aberdeen,04/06/2015,M Dondini,CLSM,,,10.1111/gcbb.12298,"Giorgio Alberti , M Dondini , J Drewer, Jon Finch , Zoe Harris , Rachel Marshall , Jon P McCalmont , N. P McNamara, Ross Morrison , M Perks, Mark Pogson , M Richards, Lukas Siebicke , J. U Smith, P Smith, G Taylor, Sirwan Yamulki",Wiley-Blackwell,Global Change Biology Bioenergy,,Journal article/Review (Hybrid journal),Simulation of green house gases following land-use change to bioenergy crops using the ECOSSE model. A comparison between site measurements and model predictions,24/08/2015,RCUK,,,,,,PL031 RG11392-10,,,23/06/2015,1378.8,1149,229.8,GBP,,,,,Pre-payment discount,,1378.8,CC BY,,,
University of Aberdeen,21/05/2015,G Bewick,CLSM,,26179025,10.1111/joa.12337,G Bewick,Wiley-Blackwell,Journal of Anatomy,0021-8782,Journal article/Review (Hybrid journal),Synaptic like vesicles & candidate transduction channels in mechanosensory terminals,14/07/2015,RCUK,,,MRC,,,MRC G0601253,,,22/05/2015,1800,1500,300,GBP,,,,,Pre-payment discount,,1800,CC BY,,,
University of Aberdeen,16/03/2015,FC Kuepper,Oceanlab,,25764246,10.1111/pce.12533,"M.Strittmatter, L.Grenville-Briggs, L.Breithut, P. Van West, C.Gachon, F. Kupper",Wiley-Blackwell,Plant Cell & Environment,,Journal article/Review (Hybrid journal),Infection of the brown alga Ectocarpus siliculosus by the oomycete Eurychasma dicksonii induces oxidative stress and halogen metabolism,23/04/2015,RCUK,,,,,,NE/F012578/1,,,31/03/2015,1800,1500,300,GBP,,,,,Wiley pre-payment discount - £500,,1800,CC BY,,,
University of Aberdeen,01/04/2015,G MacFarlane,CLSM,,,,,Wiley-Blackwell,Arthritis Care & Research,,,Moderate alcohol consumption is associated with lower risk and severity of chronic widespread pain: results from a UK population based study,,COAF,,,,,,17292,,,,,3600,,USD,,1500,,,Pre-payment discount,,,,,,Reverse VAT reported
University of Aberdeen,01/04/2015,N Vargesson,CLSM,,,,,Wiley-Blackwell,Birth Defects Research Part C: Embryo Today: Reviews,,,Thalidomide induced Teratogenesis: History and Mechanisms,,COAF,,,,,,Wellcome/NIH PhD Scholarship,,,22/05/2015,,1500,,USD,,,,,Pre-payment discount,,,,,,Reverse VAT reported
University of Aberdeen,02/07/2015,L Christensen,CLSM,,,,"Jonathan D Blount, Louise L Christensen , Daniel H Nussey, Josephine M Pemberton, Jill G Pilkington, Jane M Reid, Colin Selman , Kathryn A Watt",Wiley-Blackwell,Ecology and Evolution,,,Plasma markers of oxidative stress are uncorrelated in a wild mammal,21/10/2015,RCUK,,,,,,,,,13/07/2015,925.4,777,155.4,GBP,,,,,Pre-payment discount,,925.4,Unknown,,,
University of Aberdeen,01/07/2015,G Brown/M Wuethrich,CLSM,,,,,Wiley-Blackwell,European Journal of Immunology,,,F.pedrosoi-induced Th17-cell differentiation in mice is fostered by Dectin-2 and suppressed by Mincle recognition,,COAF,,,,,,,,,,,,,GBP,1875,,,,Pre-payment discount,,,,,,Wiley account
University of Aberdeen,05/11/2015,P Teismann/G Reidel,CLSM,,,,,Wiley-Blackwell,Glia,,,Evidence for a role of adaptive immune response in the disease pathogenesis of the MPTP mouse model of Parkinson?s disease,,COAF,,,,,,WT080782MF,,,06/11/2015,,1500,0,GBP,1500,1500,,,Pre-payment discount,,,,,,
University of Aberdeen,06/11/2015,P McCaffery,CLSM,,,,,Wiley-Blackwell,Glia,,,Thyroid hormone activation of retinoic acid synthesis…,,RCUK,,,,,,BB/K001043/1,,,09/11/2015,,1500,0,GBP,1500,1500,,,Pre-payment discount,,,,,,
University of Aberdeen,05/11/2015,J Smith,Biological Sciences,,,,,Wiley-Blackwell,Global Change Biology Bioenergy,,,Water for small-scale biogas digesters in Sub-Saharan Africa,,RCUK,,,,,,NE/K010441/1,,,06/11/2015,,1149,0,GBP,1149,1149,,,Pre-payment discount,,,,,,
University of Aberdeen,17/04/2015,D Tetzlaff,COPS,,,,"James Buttle , Sean K. Carey , Rachel Gabor , Hjalmar Laudon , James P McNamara , Carl Peter John Mitchell , Chris Soulsby , Chris Spence , Doerthe Tetzlaff, Marjolein van Huijgevoort",Wiley-Blackwell,Hydrological Processes,,Journal article/Review (Hybrid journal),A preliminary assessment of water partitioning and ecohydrological coupling in northern headwaters using stable isotopes and conceptual runoff models,,RCUK,,,European Research Council,,,,,,21/04/2015,1800,1500,300,GBP,,,,,Pre-payment discount,,1800,CC BY-NC-ND,,,
University of Aberdeen,16/09/2015,C Soulsby,Geography & Environment,,,,,Wiley-Blackwell,Water Resources Research,,,Stream water age distributions controlled storage dynamics,,RCUK,,,,,,NERC (NE/MO19896/1),,,18/09/2015,,1875,,GBP,1875,,,,Wiley offset scheme,,,,,,
University of Aberdeen,20/06/2015,G Bewick,CLSM,,,,,,Journal of Vizualized,,,Optical monitoring of living nerve terminal labelling in hair follicle lanceolate endings of the ex vivo mouse ear skin,,RCUK,,,,,,G0601253,,,,,4200,,USD,2699.46,,,,,,2699.46,Unknown,,,
University of Aberdeen,03/06/2015,P Teismann,CLSM,,,,,,Neuroscience,,,The effect of neuronal conditional knock-out of of peroxisome,,COAF,,,,,,WT080782MF,,,04/06/2015,,2338.78,,EUR,,1680.54,,,,,,,,,Reverse VAT reported
University of Birmingham,17/06/2015,Andy Clark,School of Immunity and Infection,,,10.4049/jimmunol.1402826,,American Association of Immunologists,Journal of Immunology,,,Dominant suppression of inflammation via targeted mutation of the mRNA destabilizing protein tristetraprolin.,22/05/2015,RCUK,,,MRC,,,G0800207; 19614,,,17/06/2015,,,,GBP,2365.452,1971.21,,,,,2365.452,CC BY,,,
University of Birmingham,17/06/2015,Andy Clark,School of Immunity and Infection,,,10.4049/jimmunol.1402830,,American Association of Immunologists,Journal of Immunology,,,Dual Specificity Phosphatase 1 and Tristetraprolin cooperate to regulate macrophage responses to LPS,27/05/2015,RCUK,,,MRC,,,G0800207; 19614,,,17/06/2015,,,,GBP,2350.02,1958.35,,,,,2350.02,CC BY,,,
University of Birmingham,28/08/2015,Karim Raza,School of Immunity and Infection,,,10.4049/jimmunol.1500306,,American Association of Immunologists,Journal of Immunology,,,"1,25(OH)2D3 Promotes the Efficacy of CD28 Costimulation Blockade by Abatacept",14/08/2015,RCUK,,,MRC,,,MRC Centre PhD studentship; 19364,,,30/10/2015,,,,GBP,3173.196,2644.33,,,,,3173.196,CC BY,,,
University of Birmingham,18/08/2015,Annette Pachnio,School of Cancer Studies,,,10.4049/jimmunol.1500696,,American Association of Immunologists,Journal of Immunology,,,The cellular localisation of HCMV glycoprotein expression greatly influences the frequency and functional phenotype of specific CD4+ T-cell responses,11/09/2015,RCUK,,,MRC,,,G0901755,,,01/01/2015,,,,GBP,2354.784,1962.32,,,,,2354.784,CC BY,,,
University of Birmingham,16/06/2015,Helen Cooper,School of Biosciences,,,10.1021/acs.analchem.5b01151,,American Chemical Society,Analytical Chemistry,,,Liquid extraction surface analysis mass spectrometry coupled with field asymmetric waveform ion mobility spectrometry for analysis of intact proteins from biological substrates,11/06/2015,RCUK,,,EPSRC,,,EP/L023490/1,,,22/06/2015,,,,GBP,3084.036,2570.03,,,,,3084.036,CC BY,,,
University of Birmingham,09/12/2015,Helen Cooper,School of Biosciences,,,10.1021/acs.analchem.5b03993,,American Chemical Society,Analytical Chemistry,,,Direct Tissue Profiling of Protein Complexes: Toward Native Mass,01/01/2015,RCUK,,,EPSRC,,,EP/L023490/1,,,11/12/2015,,,,GBP,3167.064,2639.22,,,,,3167.064,,,,
University of Birmingham,28/05/2015,Joe Wood,School of Chemical Engineering,,,10.1021/acs.energyfuels.5b00164,,American Chemical Society,Energy and Fuels,,,Carbon Dioxide Separation from Nitrogen/Hydrogen Mixtures Over Activated Carbon Beads: Adsorption Isotherms and Breakthrough Studies,26/05/2015,RCUK,,,EPSRC,,,EP/I010955/1,,,24/06/2015,,,,GBP,3084.036,2570.03,,,Pre-payment discount,,3084.036,CC BY,,,
University of Birmingham,14/09/2015,Joseph Wood,School of Chemical Engineering,,,10.1021/acs.energyfuels.5b01451,,American Chemical Society,Energy and Fuels,,,Optimization of Heavy Oil Upgrading using Dispersed Nanoparticulate Iron Oxide as a Catalyst,31/08/2015,RCUK,,,EPSRC,,,EP/J008303/1,,,15/09/2015,,,,GBP,2768.784,2307.32,,,Pre-payment discount,,2768.784,CC BY,,,Author used discount vouchers to bring cost down to $3500
University of Birmingham,14/10/2015,Joseph Wood,School of Chemical Engineering,,,10.1021/acs.iecr.5b02953,,American Chemical Society,Industrial & Engineering Chemistry Research,,,Effectiveness of Different Transition Metal Dispersed Catalysts for In Situ Heavy Oil Upgrading,07/10/2015,RCUK,,,EPSRC,,,EP/J008303/1,,,21/10/2015,,,,GBP,3167.064,2639.22,,,Pre-payment discount,,3167.064,CC BY,,,
University of Birmingham,26/11/2015,Roy Johnston,School of Chemistry,,,10.1021/acs.jctc.5b00151,,American Chemical Society,Journal of Chemical Theory and Computation,,,Structures and Energy Landscapes of Hydrated Sulfate Clusters,30/03/2015,RCUK,,,EPSRC,,,EP/I001352/1; EP/K000128/1,,,07/12/2015,,,,GBP,403.536,336.28,,,Pre-payment discount,,403.536,CC BY,,,Author added ACS vouchers to give discounted total  - cost only for CC BY
University of Birmingham,26/11/2015,Roy Johnston,School of Chemistry,,,10.1021/acs.jpca.5b05710,,American Chemical Society,Journal of Physical Chemistry A,,,The Effect of Dispersion Correction on the Adsorption of CO on Metallic Nanoparticles,31/08/2015,RCUK,,,EPSRC,,,EP/J010804/1; EP/L000202,,,07/12/2015,,,,GBP,403.536,336.28,,,,,403.536,CC BY,,,Author added ACS vouchers to give discounted total  - cost only for CC BY
University of Birmingham,05/11/2015,Helen Cooper,School of Biosciences,,,10.1021/acs.jproteome.5b00713,,American Chemical Society,Journal of Proteome Research,,,FAIMS and phosphoproteomics of fibroblast growth factor signalling: Enhanced identification of multiply-phosphorylated peptides,27/10/2015,RCUK,,,EPSRC,,,EP/L023490/1,,,06/11/2015,,,,GBP,3167.064,2639.22,,,,,3167.064,CC BY,,,
University of Birmingham,08/06/2015,Paula Mendes,School of Chemical Engineering,,,10.1021/acs.langmuir.5b01410,,American Chemical Society,Langmuir,,,Pt diffusion dynamics on the formation Cr-Pt core-shell nanoparticles,03/06/2015,RCUK,,,EPSRC,,,EP/K027263/1,,,22/06/2015,,,,GBP,3084.036,2570.03,,,,,3084.036,CC BY,,,
University of Birmingham,07/10/2015,Paula Mendes,School of Chemical Engineering,,,10.1021/acsami.5b06493,,American Chemical Society,ACS Applied Materials & Interfaces,,,"Fast, ultrasensitive detection of reactive oxygen species using a carbon nanotube based-electrocatalytic intracellular sensor",06/10/2015,RCUK,,,EPSRC,,,EP/K027263/1,,,15/10/2015,,,,GBP,3167.064,2639.22,,,,,3167.064,CC BY,,,
University of Birmingham,12/01/2015,Zongbo Shi,"School of Geography, Earth and Environmental Sciences",,,10.1021/es504623x,,American Chemical Society,Environmental Science and Technology,,,Atmospheric processing outside clouds increases soluble iron in mineral dust,09/01/2015,RCUK,,,NERC,,,"NE/I021616/1, NE/K000845/1",,,20/01/2015,,,,GBP,3215.652,2679.71,,,Pre-payment discount,,3215.652,CC BY,,,
University of Birmingham,24/11/2015,"richard Palmer, Simon Plant",School of Physics and Astronomy,,,10.1021/jacs.5b08720,,American Chemical Society,Journal of the American Chemical Society,,,Atomic Resolution Observation of a Size-Dependent Change in the Ripening Modes of Mass-Selected Au Nanoclusters Involved in CO Oxidation,06/11/2015,RCUK,,,EPSRC,,,EP/K006061/1,,,25/11/2015,,,,GBP,403.536,336.28,,,,,403.536,CC BY,,,Author added ACS vouchers to give discounted total
University of Birmingham,26/11/2015,Roy Johnston,School of Chemistry,,,10.1021/jp511598e,,American Chemical Society,The Journal of Physical Chemistry C,,,"O2 Dissociation on M@Pt Core-Shell Particles for 3d, 4d and 5d Transition Metals",07/01/2015,RCUK,,,EPSRC,,,"EP/G037116/1; EP/F067496; FP7-NMP.2012.1.1-1 Project ChipCAT, ref. No. 310191",,,07/12/2015,,,,GBP,403.536,336.28,,,,,403.536,CC BY,,,Author added ACS vouchers to give discounted total  - cost only for CC BY
University of Birmingham,24/03/2015,"Richard Palmer, Nan Jian",School of Physics & Astronomy,,,10.1021/jp5119103,,American Chemical Society,Journal of Physical Chemistry C,,,Variation of the Core Atomic Structure of Thiolated (AuxAg1-x)312±55 Nanoclusters with Composition from Aberration-Corrected HAADF STEM,13/03/2015,RCUK,,,EPSRC,,,EP/K006061/1,,,02/04/2015,,,,GBP,2004.816,1670.68,,,,,2004.816,CC BY,,,
University of Birmingham,11/06/2015,Plamen Petrov,School of Physics and Astronomy,,,10.1103/physrevx.5.031004,,American Physical Society,Physical Review X,,,Observation of localized multi-spatial-mode quadrature squeezing,09/07/2015,RCUK,,,EPSRC,,,EP/E036473/1; EP/I001743/1,,,16/06/2015,,,,GBP,1333.284,1111.07,,,,,1333.284,CC BY,,,
University of Birmingham,08/09/2015,Andrew Owen,School of Immunity and Infection,,,10.1152/ajpgi.00036.2015,,American Physiological Society,American Journal of Physiology - Gastrointestinal and Liver Physiology,,,Mesenchymal Stromal Cell Therapy in liver disease; opportunities and lessons to be learnt?,27/08/2015,RCUK,,,MRC,,,DKAA RRAK17822,,,06/10/2015,,,,GBP,2355.708,1963.09,,,,,2355.708,CC BY,,,
University of Birmingham,27/11/2015,"Adam Cunningham, Steve Watson",School of Immunity and Infection,,,10.1172/jci79070,,American Society for Clinical Investigation,Journal of Clinical Investigation,,,Inflammation drives thrombosis after Salmonella infection via CLEC-2 on platelets,16/11/2015,COAF,,,COAF (combined),,,"RG/13/18/30563; 090244, 088410; G0701275; BB/F022778/1",,,27/11/2015,,,,GBP,3584.472,2987.06,,,Pre-payment discount,,,,,,Not CC-BY but permitted to be paid by BHF
