"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","period","is_hybrid","euro"
"","2021.29","2021.29","","10.1016/j.beem.2015.07.007","","2015-07-30","","University of Cambridge","Best Practice & Research, Clinical Endocrinology and Metabolism","","","","Elsevier BV","2015","","0","","2015","","2784.76"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","2125.34","2125.34","","10.1002/chem.201502474","","2015-07-31","","University of Cambridge","Chemistry - A European Journal","","","","Wiley-Blackwell","2015","","0","","2015","","2928.11"
"","1369.95","1369.95","","10.1016/j.paid.2015.07.040","","2015-08-01","","University of Cambridge","Personality and Individual Differences","","","","Elsevier BV","2015","","0","","2015","","1887.4"
"","1902.57","1902.57","","10.1016/j.compfluid.2015.06.017","","2015-08-03","","University of Cambridge","Computers and Fluids","","","","Elsevier BV","2015","","0","","2015","","2621.2"
"","1404","1404","","10.1088/1748-9326/10/9/094012","","2015-08-03","","University of Cambridge","Environmental Research Letters","","","","IOP Publishing","2015","","0","","2015","","1934.31"
"","536.4","536.4","","10.1080/13647830.2015.1080387","","2015-08-03","","University of Cambridge","COMBUSTION THEORY AND MODELLING","","","","Informa UK Limited","2015","","0","","2015","","739.01"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","3780","3780","","10.1038/ncomms9464","","2015-08-04","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5207.76"
"","1460.42","1460.42","","10.3389/fpubh.2015.00200","","2015-08-04","","University of Cambridge","Frontiers in Public Health","","","","Frontiers Media SA","2015","","0","","2015","","2012.04"
"","2305.92","2305.92","","10.1111/jeb.12717","","2015-08-04","","University of Cambridge","Journal of Evolutionary Biology","","","","Wiley-Blackwell","2015","","0","","2015","","3176.9"
"","1038.48","1038.48","","10.1063/1.4928285","","2015-08-04","","University of Cambridge","AIP Advances","","","","AIP Publishing","2015","","0","","2015","","1430.73"
"","2310.66","2310.66","","10.1002/glia.22900","","2015-08-04","","University of Cambridge","Glia","","","","Wiley-Blackwell","2015","","0","","2015","","3183.43"
"","","","","","","","","","","","","","","","","","","","",""
"","2220","2220","","10.1259/bjr.20150243","","2015-08-04","","University of Cambridge","British Journal of Radiology","","","","British Institute of Radiology","2015","","0","","2015","","3058.53"
"","","","","","","","","","","","","","","","","","","","",""
"","1188","1188","","10.1038/srep13797","","2015-08-04","","University of Cambridge","Scientific Reports","","","","Springer Nature","2015","","0","","2015","","1636.72"
"","3780","3780","","10.1038/ncomms9163","","2015-08-04","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5207.76"
"","1888.42","1888.42","","10.1016/j.msea.2015.08.010","","2015-08-05","","University of Cambridge","Materials Science and Engineering: A","","","","Elsevier BV","2015","","0","","2015","","2601.7"
"","1842.96","1842.96","","10.1002/mrm.25879","","2015-08-05","","University of Cambridge","Magnetic Resonance in Medicine","","","","Wiley-Blackwell","2015","","0","","2015","","2539.07"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","2340","2340","","10.1136/gutjnl-2015-310114","","2015-08-07","","University of Cambridge","Gut","","","","BMJ","2015","","0","","2015","","3223.85"
"","2400","2400","","10.1093/ageing/afv137","","2015-08-07","","University of Cambridge","Age and Ageing","","","","Oxford University Press (OUP)","2015","","0","","2015","","3306.51"
"","2308.43","2308.43","","10.1111/rssb.12137","","2015-08-07","","University of Cambridge","Journal of the Royal Statistical Society: Series B (Statistical Methodology)","","","","Wiley-Blackwell","2015","","0","","2015","","3180.36"
"","3780","3780","","10.1038/ncomms9801","","2015-08-07","","University of Cambridge","Nature Communications","","","","Springer Nature","2015","","0","","2015","","5207.76"
"","3260.45","3260.45","","10.1111/dom.12549","","2015-08-07","","University of Cambridge","Diabetes, Obesity and Metabolism","","","","Wiley-Blackwell","2015","","0","","2015","","4491.97"
"","","","","","","","","","","","","","","","","","","","",""
"","1038.79","1038.79","","10.1371/journal.pone.0136115","","2015-08-07","","University of Cambridge","PLOS ONE","","","","Public Library of Science (PLoS)","2015","","0","","2015","","1431.16"
"","","","","","","","","","","","","","","","","","","","",""
"","1536.24","1536.24","","10.1021/acs.iecr.5b01172","","2015-08-08","","University of Cambridge","Industrial and Engineering Chemistry Research","","","","American Chemical Society (ACS)","2015","","0","","2015","","2116.5"
"","1457.2","1457.2","","10.1016/j.pnucene.2015.07.020","","2015-08-09","","University of Cambridge","Progress in Nuclear Energy","","","","Elsevier BV","2015","","0","","2015","","2007.6"
"","2320.49","2320.49","","10.1113/jp271073","","2015-08-10","","University of Cambridge","Journal of Physiology","","","","Wiley-Blackwell","2015","","0","","2015","","3196.97"
"","1539.16","1539.16","","10.1021/jacs.5b05080","","2015-08-10","","University of Cambridge","Journal of the American Chemical Society","","","","American Chemical Society (ACS)","2015","","0","","2015","","2120.52"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"","1040.2","1040.2","","10.1371/journal.pone.0135381","","2015-08-12","","University of Cambridge","PLOS ONE","","","","Public Library of Science (PLoS)","2015","","0","","2015","","1433.1"
"","1103.16","1103.16","","10.3389/fpsyg.2015.01280","","2015-08-12","","University of Cambridge","Frontiers: Psychology for Clinical Settings","","","","Oxford University Press (OUP)","2015","","0","","2015","","1519.84"
"","1048","1048","","10.1371/journal.pone.0136388","","2015-08-13","","University of Cambridge","PLOS ONE","","","","Public Library of Science (PLoS)","2015","","0","","2015","","1443.84"
"","3240","3240","","10.1038/npp.2015.248","","2015-08-13","","University of Cambridge","Neuropsychopharmacology","","","","Springer Nature","2015","","0","","2015","","4463.79"
"","2301.65","2301.65","","10.1016/j.jclinepi.2015.08.001","","2015-08-13","","University of Cambridge","Journal of Clinical Epidemiology","","","","Elsevier BV","2015","","0","","2015","","3171.02"
"","1933.35","1933.35","","10.1007/s00213-015-4038-3","","2015-08-16","","University of Cambridge","Psychopharmacology","","","","Springer Nature","2015","","0","","2015","","2663.6"
"","1975.8","1975.8","","10.1016/j.algal.2015.08.009","","2015-08-17","","University of Cambridge","Algal Research","","","","Elsevier BV","2015","","0","","2015","","2722.09"
"","2290.21","2290.21","","10.1016/j.jalz.2015.07.490","","2015-08-17","","University of Cambridge","Alzheimer's & Dementia","","","","Elsevier BV","2015","","0","","2015","","3155.25"
"","2523.57","2523.57","","10.1016/j.carres.2015.07.002","","2015-08-17","","University of Cambridge","Carbohydrate Research","","","","Elsevier BV","2015","","0","","2015","","3476.76"
"","3775.78","3775.78","","10.1016/j.molcel.2015.07.015","","2015-08-17","","University of Cambridge","Molecular Cell","","","","Elsevier BV","2015","","0","","2015","","5201.95"
"","","","","","","","","","","","","","","","","","","","",""
"","2735.62","2735.62","","10.1002/eji.201545646","","2015-08-17","","University of Cambridge","European Journal of Immunology","","","","Wiley-Blackwell","2015","","0","","2015","","3768.9"
"","2290.21","2290.21","","10.1016/j.peptides.2015.07.019","","2015-08-17","","University of Cambridge","PeptidesÊ","","","","Elsevier BV","2015","","0","","2015","","3155.25"
"","","","","","","","","","","","","","","","","","","","",""
"","2040","2040","","10.1088/0953-8984/27/41/415402","","2015-08-17","","University of Cambridge","Journal of Physics Condensed Matter","","","","IOP Publishing","2015","","0","","2015","","2810.54"
"","","","","","","","","","","","","","","","","","","","",""
"","1043.99","1043.99","","10.1371/journal.pone.0136521","","2015-08-17","","University of Cambridge","PLOS ONE","","","","Public Library of Science (PLoS)","2015","","0","","2015","","1438.32"
"","2584.26","2584.26","","10.1002/ange.201505628","","2015-08-17","","University of Cambridge","Angewandte Chemie International Edition (English)","","","","Wiley-Blackwell","2015","","0","","2015","","3560.37"
"","1048","1048","","10.1371/journal.pone.0137206","","2015-08-18","","University of Cambridge","PLOS ONE","","","","Public Library of Science (PLoS)","2015","","0","","2015","","1443.84"
"","1656.3","1656.3","","10.1186/s12966-015-0269-2","","2015-08-18","","University of Cambridge","International Journal of Behavioral Nutrition and Physical Activity","","","","Springer Nature","2015","","0","","2015","","2281.91"
"","","","","","","","","","","","","","","","","","","","",""
"","852","852","","10.1093/nar/gkv868","","2015-08-18","","University of Cambridge","Nucleic Acids Research","","","","Oxford University Press (OUP)","2015","","0","","2015","","1173.81"
"","1620","1620","","10.1530/jme-15-0090","","2015-08-18","","University of Cambridge","Journal of Molecular Endocrinology","","","","BioScientifica","2015","","0","","2015","","2231.9"
"","3949.13","3949.13","","10.1016/j.cell.2015.08.069","","2015-08-19","","University of Cambridge","Cell","","","","Elsevier BV","2015","","0","","2015","","5440.77"
"","1560","1560","","10.1088/1367-2630/17/9/095001","","2015-08-19","","University of Cambridge","New Journal of Physics","","","","IOP Publishing","2015","","0","","2015","","2149.23"
"","2473.72","2473.72","","10.1159/000435944","","2015-08-20","","University of Cambridge","Brain, Behavior and Evolution","","","","Karger","2015","","0","","2015","","3408.08"
"","2949.92","2949.92","","10.1249/mss.0000000000000760","","2015-08-20","","University of Cambridge","Medicine & Science in Sports & Exercise","","","","Lippincott Williams & Wilkins","2015","","0","","2015","","4064.15"
"","2356.63","2356.63","","10.1210/en.2015-1321","","2015-08-20","","University of Cambridge","EndocrinologyÊ","","","","Endocrine Society","2015","","0","","2015","","3246.76"
"","2040","2040","","10.1088/0268-1242/30/10/102001","","2015-08-20","","University of Cambridge","Semiconductor Science and Technology","","","","IOP Publishing","2015","","0","","2015","","2810.54"
"","1656.3","1656.3","","10.1186/s13229-015-0041-0","","2015-08-20","","University of Cambridge","Molecular Autism","","","","Springer Nature","2015","","0","","2015","","2281.91"
"","2318.84","2318.84","","10.4049/jimmunol.1500689","","2015-08-20","","University of Cambridge","The Journal of Immunology","","","","American Association of Immunologists","2015","","0","","2015","","3194.7"
"","","","","","","","","","","","","","","","","","","","",""
"","1530","1530","","10.1098/rstb.2014.0365","","2015-08-21","","University of Cambridge","Philosophical Transactions of the Royal Society B: Biological Sciences","","","","Royal Society Publishing ","2015","","0","","2015","","2107.9"
"","","","","","","","","","","","","","","","","","","","",""
"","2371.54","2371.54","","10.1016/j.amjcard.2011.02.227","","2015-08-24","","University of Cambridge","Circulation: Cardiovascular Imaging","","","","American Heart Association","2015","","0","","2015","","3267.3"
"","2328.88","2328.88","","10.1111/2041-210x.12466","","2015-08-24","","University of Cambridge","Methods in Ecology and Evolution","","","","Wiley-Blackwell","2015","","0","","2015","","3208.53"
"","1957.15","1957.15","","10.1007/s10858-015-9977-9","","2015-08-24","","University of Cambridge","Journal of Biomolecular NMR","","","","Springer Nature","2015","","0","","2015","","2696.39"
"","1188","1188","","10.1038/srep14236","","2015-08-24","","University of Cambridge","Scientific ReportsÊ","","","","Springer Nature","2015","","0","","2015","","1636.72"
"","1411.5","1411.5","","10.1186/s12889-015-1895-y","","2015-08-24","","University of Cambridge","BMC Public Health","","","","Springer Nature","2015","","0","","2015","","1944.64"
"","","","","","","","","","","","","","","","","","","","",""
"","2947.89","2947.89","","10.1016/j.sbi.2015.07.015","","2015-08-25","","University of Cambridge","Current Opinion in Structural Biology","","","","Elsevier BV","2015","","0","","2015","","4061.35"
"","3930.53","3930.53","","10.1016/j.devcel.2015.08.011","","2015-08-25","","University of Cambridge","Developmental Cell","","","","Elsevier BV","2015","","0","","2015","","5415.15"
