"","Title","Title.Alternative","Identifier","Publisher","Language","ISSN","EISSN","Keyword","Start.Year","End.Year","Added.on.date","Subjects","Country","Publication.fee","Further.Information","CC.License","Content.in.DOAJ"
"6239","International Journal of Microbiology Research","","http://www.bioinfo.in/contents.php?id=27","Bioinfo Publications","English","0975-5276","0975-9174","microbial genetics,cellular microbiology,microbial cell structure",2009,NA,"2010-10-04T14:06:51Z","Microbiology,Science,Microbiology,Biology,Biology and Life Sciences","India","Y","http://www.bioinfopublication.org/journal.php?opt=gen&jouid=BPJ0000234&detail=Instruction%20for%20Authors","by","Yes"
"6240","Mediações : Revista de Ciências Sociais","Mediacoes : Revista de Ciencias Sociais","http://www.uel.br/revistas/uel/index.php/mediacoes/index","Universidade Estadual de Londrina","Portuguese,Spanish","1414-0543","2176-6665","social sciences,social conditions,sociology,anthropology,political science",2005,NA,"2010-10-04T12:53:03Z","Social sciences (General),Social Sciences,Social Sciences","Brazil","N","http://www.uel.br/revistas/uel/index.php/mediacoes/about/submissions#authorGuidelines","","Yes"
"6241","International Journal of Machine Intelligence","","http://www.bioinfo.in/contents.php?id=31","Bioinfo Publications","English","0975-2927","0975-9166","computational intelligence,data engineering,machine learning",2009,NA,"2010-10-04T14:34:15Z","Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","India","Y","http://www.bioinfopublication.org/journal.php?opt=gen&jouid=BPJ0000231&detail=Instruction%20for%20Authors","by","Yes"
"6242","Internet-Vestnik VolgGASU","","http://www.vestnik.vgasu.ru","Volgogradskij gosudarstvennyj arhitekturno-stroitelʹnyj universitet / Volgograd State University of Architecture and Civil Engineering","Russian,English,German","1994-0351","","civil engineering,architecture,construction,computational geometry,chemistry",2006,NA,"2010-10-05T14:22:32Z","General Works,Multidisciplinary,General Works","Russia","N","http://vestnik.vgasu.ru/?source=9","","Yes"
"6243","Acta Universitatis Danubius : Administratio","","http://journals.univ-danubius.ro/index.php/administratio","Danubius University","English,French","2068-5459","","public administration,globalization,public policy,administrative law,administrative management",2010,NA,"2010-10-05T14:30:45Z","Political institutions and public administration (General),Political science,Political Science,Law and Political Science","Romania","N","http://journals.univ-danubius.ro/index.php/administratio/about/submissions#authorGuidelines","","Yes"
"6244","Dental Hypotheses","","http:///www.dentalhypotheses.com","Dental Hypotheses","English","2155-8213","","dentistry,dental care,oral health",2010,NA,"2010-10-06T10:23:10Z","Dentistry,Medicine,Dentistry,Health Sciences","United States","Y","http://www.dentalhypotheses.com/contributors.asp","by-nc-sa","Yes"
"6245","e-Informatica Software Engineering Journal","ISEJ","http://www.e-informatyka.pl/e-Informatica/","Wroclaw University of Technology","English","1897-7979","2084-4840","software engineering,software measurement,empirical software engineering,software quality,software products and process improvement",2007,NA,"2010-10-06T13:31:37Z","Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","Poland","N","http://www.e-informatyka.pl/attach/e-Informatica_-_Downloads/AuthorGuide2.zip","","Yes"
"6246","Revista Eletrônica de Educação","Revista Eletronica de Educacao","http://www.reveduc.ufscar.br/index.php/reveduc","Universidade Federal de São Carlos","Portuguese,Spanish,English,French","1982-7199","","educational policy,teaching,learning",2007,NA,"2010-10-06T14:16:44Z","Education (General),Education,Education,Social Sciences","Brazil","N","http://www.reveduc.ufscar.br/index.php/reveduc/about/submissions#authorGuidelines","","Yes"
"6247","Trade, Law and Development","TL&D","http://www.tradelawdevelopment.com/","National Law University","English","0976-2329","0975-3346","international trade,economic laws,world trade,development,business",2009,NA,"2010-06-30T11:46:19Z","General Works,Multidisciplinary,General Works","India","N","http://www.tradelawdevelopment.com/index.php/tld/about/submissions#authorGuidelines","by-nc-nd","Yes"
"6248","European Journal of Pragmatism and American Philosophy","","http://www.journalofpragmatism.eu","Associazone Pragma","English","2036-4091","","pragmatism,contemporary philosophy,american philosophy",2009,NA,"2010-06-30T14:51:38Z","Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","Italy","N","http://lnx.journalofpragmatism.eu/?page_id=7","","Yes"
"6249","ETHOS : Dialogues in Philosophy and Social Sciences","ETHOS : Felsefe ve Toplumsal Bilimlerde Diyaloglar","http://www.ethosfelsefe.com/ethosdiyaloglar/main/?page=mainpage","ETHOS","Turkish,English","1309-1328","","ethics,critical theory",2008,NA,"2010-07-02T15:49:00Z","Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion,Social sciences (General),Social Sciences,Social Sciences","Turkey","N","http://www.ethosfelsefe.com/ethosdiyaloglar/main/?page=cond","","Yes"
"6250","Journal of Phlebology and Lymphology","","http://digitalmedicaljournals.com/revista1/home.php","Brazilian Society Phlebology and Lymphology","English","1982-9450","1983-8905","cardiovascular medicine,lymphatic system,lymphedema,phlebology",2008,NA,"2010-07-06T12:59:56Z","Diseases of the circulatory (Cardiovascular) system,Specialties of internal medicine,Internal medicine,Medicine,Cardiovascular,Medicine (General),Health Sciences","Brazil","N","http://digitalmedicaljournals.com/revista1/submissions.php","","Yes"
"6251","European Journal of Spatial Development","","http://www.nordregio.se/EJSD/","Nordregio","English","1650-9544","","spatial planning,spatial development,territorial governance,crossnational comparison,transnational cooperation",2003,NA,"2010-07-12T13:26:10Z","Communities. Classes. Races,Social Sciences,Sociology,Social Sciences","Sweden","N","http://www.nordregio.se/en/European-Journal-of-Spatial-Development/To-submit-an-article/","","Yes"
"6252","Revista de Pesquisa : Cuidado é Fundamental Online","","http://www.seer.unirio.br/index.php/cuidadofundamental","Universidade Federal do Estado do Rio de Janeiro","Portuguese","1809-6107","2175-5361","health science,nursing,nurses",2009,NA,"2010-07-20T11:07:41Z","Nursing,Medicine,Nursing,Health Sciences","Brazil","N","http://www.seer.unirio.br/index.php/cuidadofundamental/about/submissions#authorGuidelines","","Yes"
"6253","Quinto Sol","","http://ojs.fchst.unlpam.edu.ar/ojs//index.php/quintosol/index","Universidad Nacional de La Pampa","Spanish","0329-2665","1851-2879","social history,regional history,economic history",2007,NA,"2010-07-20T15:17:21Z","History (General),History (General) and history of Europe,History,History and Archaeology","Argentina","N","http://ojs.fchst.unlpam.edu.ar/ojs/index.php/quintosol/about/submissions#authorGuidelines","","Yes"
"6254","Revista Española de Documentación Científica","","http://redc.revistas.csic.es","Consejo Superior de Investigaciones Científicas","Spanish,English","0210-0614","1988-4621","documentation,knowledge management,bibliometrics,scientometrics,special libraries",1998,NA,"2010-07-21T14:45:41Z","Bibliography. Library science. Information resources,Library and Information Science,Social Sciences","Spain","N","http://redc.revistas.csic.es/index.php/redc/about/submissions#authorGuidelines","by-nc","Yes"
"6255","Oceánide","","http://oceanide.netne.net/","Sociedad Española de Estudios Literarios de Cultura Popular SELICUP","Spanish","1989-6328","","literature,culture",2009,NA,"2010-07-22T15:46:30Z","General Works,Multidisciplinary,General Works","Spain","N","http://oceanide.netne.net/en/stylesheet.php","","Yes"
"6256","Linguagens e Diálogos","","http://linguagensedialogos.com.br","Linguagens e Diálogos","Portuguese,Spanish","2178-1478","","applied linguistics,languages,ELT,literature",2010,NA,"2010-07-22T16:01:30Z","Language and Literature,Languages and Literatures","Brazil","N","http://www.linguagensedialogos.com.br/pages/portugues/normas-de-publicacao.php","","Yes"
"6257","Earth Science India","","http://www.earthscienceindia.info","Society of Earth Scientists","English","0974-8350","","geophysics,oceanography,atmospheric science,environmental science",2010,NA,"2010-07-23T13:23:53Z","Geology,Science,Earth Sciences,Earth and Environmental Sciences","India","N","http://www.earthscienceindia.info/authors.php","","Yes"
"6258","Meta : Avaliação","","http://metaavaliacao.cesgranrio.org.br","Meta : Avaliação","Portuguese","2175-2753","","evaluation,evaluation of educational systems,evaluation of the health system",2009,NA,"2010-07-27T16:47:28Z","General Works,Multidisciplinary,General Works","Brazil","N","http://metaavaliacao.cesgranrio.org.br/index.php/metaavaliacao/about/submissions#onlineSubmissions","by","Yes"
"6259","Fe Dergi : Feminist Eleştiri","Fe Journal : Feminist Critique","http://cins.ankara.edu.tr/","Ankara University","Turkish,English","1309-128X","","gender,women's studies,feminism,interdisciplinary",2009,NA,"2010-07-28T11:32:14Z","Women. Feminism,The family. Marriage. Woman,Social Sciences,Gender Studies,Social Sciences","Turkey","N","http://cins.ankara.edu.tr/cv.html","","Yes"
"6260","Revista de Estudos da Linguagem","","http://relin.letras.ufmg.br/revista/","Universidade Federal de Minas Gerais","Portuguese","0104-0588","","linguistics,applied linguistics",1992,NA,"2010-08-02T10:18:28Z","Philology. Linguistics,Language and Literature,Linguistics,Languages and Literatures","Brazil","N","http://relin.letras.ufmg.br/revista/english/instrucoes.php","","Yes"
"6261","Applied Technologies and Innovations","ATI","http://academicpublishingplatforms.com/journal.php?journal=ATI","Prague Development Center","English","1804-1191","1804-4999","technology,engineering,natural sciences,applied sciences",2010,NA,"2010-08-03T09:42:24Z","Technology (General),Technology,Technology (General),Technology and Engineering","Czech Republic","Y","http://academicpublishingplatforms.com/journal.php?journal=ATI#guides_to_authors","by","Yes"
"6262","Business and Economic Horizons","BEH","http://academicpublishingplatforms.com/journal.php?journal=BEH","Prague Development Center","English","1804-1205","1804-5006","business,economics",2010,NA,"2010-08-03T09:57:42Z","Economic theory. Demography,Social Sciences,Economics,Business and Economics,Commerce,Social Sciences,Business and Management,Business and Economics","Czech Republic","Y","http://academicpublishingplatforms.com/journal.php?journal=BEH#guides_to_authors","by","Yes"
"6263","Revista Pueblos y Fronteras Digital","","http://www.pueblosyfronteras.unam.mx/","Universidad Nacional Autónoma de México","Spanish,English","1870-4115","","social studies,interdisciplinary,Central America",2006,NA,"2010-08-05T09:42:28Z","Social sciences (General),Social Sciences,Social Sciences","Mexico","N","http://www.pueblosyfronteras.unam.mx/guia.html","by-nc","Yes"
"6264","In_Bo : Ricerche e Progetti per il Territorio, la Città e l'Architettura","In Bo : : Ricerche e Progetti per il Territorio, la Città e l'Architettura","http://in_bo.cib.unibo.it/","University of Bologna","Italian,English","2036-1602","","territorial planning,urban planning,architecture,cities and towns",2008,NA,"2012-03-22T08:09:48Z","Architecture,Fine Arts,Architecture,Arts and Architecture","Italy","N","http://in_bo.unibo.it/about/submissions#authorGuidelines","by-nc","Yes"
"6265","China Foundry","","http://www.foundryworld.com/english/foundry/index.asp?leib=2","Foundry Journal Agency","English","1672-6421","","metalworking,founding,casting metals",2004,NA,"2012-03-23T11:47:21Z","Manufactures,Technology,Manufactures,Technology and Engineering","China","Y","http://www.foundryworld.com/english/foundry/c.asp?types=5&id=356&leib=2&bid=143","","Yes"
"6266","Strategic Leadership Review","SLR","http://strategicleadershipreview.org/","LDRLB","English","2164-5108","","executive management,organizational behavior,leadership and strategy",2011,NA,"2012-03-26T10:57:42Z","Management. Industrial management,Industries. Land use. Labor,Social Sciences,Business and Management,Business and Economics","United States","N","https://scholasticahq.com/strategic-leadership-review/for_authors","by-nc-nd","Yes"
"6267","Plant Science Feed","","http://psf.lifescifeed.com","LifeSciFeed Ventures","English","2231-1971","","plant physiology,biochemistry,ecology",2011,NA,"2012-03-27T12:24:24Z","Botany,Science,Botany,Biology,Biology and Life Sciences","India","Y","http://lifescifeed.com/terms.htm","by-nc-nd","Yes"
"6268","International Journal of Information and Communication Technology Research","","http://www.esjournals.org/","IRPN Publishers","English","2223-4985","","internet,virtual reality,information security,data mining,computer simulation",2011,NA,"2012-03-27T12:51:38Z","Information technology,Industrial engineering. Management engineering,Technology (General),Technology,Computer Science,Technology and Engineering","Pakistan","Y","http://www.esjournals.org/Author_Guidelines.php","","Yes"
"6269","Future Studies Research Journal : Trends and Strategies","FSRJ","http://revistafuture.org/index.php/FSRJ","Fundação Instituto de Administração","Portuguese,English","2175-5825","","management,strategic planning,future studies",2009,NA,"2012-03-28T09:38:46Z","Management. Industrial management,Industries. Land use. Labor,Social Sciences,Business and Management,Business and Economics","Brazil","N","http://revistafuture.org/files/site/REVISTA%20FUTURE%20-%20DIRETRIZES%20PARA%20OS%20AUTORES.pdf","by-nc","Yes"
