"PubMed ID","Journal Title","Open Access?","Publication Date","Publisher","Licence","EPMC lic","Fulltext in EPMC?","AAM?","DOI","E-ISSN","Type of publication","Article title","Fund that APC is paid from (1)","Fund that APC is paid from (2)","AOP?","Funder of research (1)","Grant ID (1)","Funder of research (2)","Grant ID (2)","Funder of research (3)","Grant ID (3)","Date of APC payment","APC paid (actual currency) excluding VAT","Currency of APC","APC paid (£) including VAT if charged","Additional publication costs (£)","Discounts, memberships & pre-payment agreements","Amount of APC charged to COAF grant (including VAT if charged) in £","Amount of APC charged to RCUK OA fund (including VAT if charged) in £","Licence","Notes","AOP?"
29462491,"Human molecular genetics",0,5/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/hmg/ddy062","1460-2083","Journal Article","The Beta-Adrenergic Agonist Salbutamol Modulates Neuromuscular Junction Formation in Zebrafish Models of Human Myasthenic Syndromes","COAF",,"Unknown","Wellcome Trust","201064/Z/16/Z",,,,,2/21/2018,"1,850.00","GBP","2,220.00",,,2220,0,"CC-BY",,"Unknown"
29469144,"Organic & biomolecular chemistry",0,3/1/2018,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/C8OB00099A","1477-0520","Journal Article","Identification of a Novel Ligand for the ATAD2 Bromodomain with Selectivity Over BRD4 Through a Fragment Growing Approach","COAF",,"Unknown","Cancer Research UK","C2115/A21421",,,,,3/7/2018,"1,360.00","GBP","1,632.00",,,1632,0,"CC-BY",,"Unknown"
29575569,"American journal of medical genetics. Part A",0,5/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/ajmg.a.38658","1552-4833","Journal Article","Clinical, Biochemical and Genetic Features of Four Patients with Short Chain Enoyl-CoA Hydratase (ECHS1) Deficiency.","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,3/7/2018,"2,400.00","GBP","2,880.00",,,2880,0,"CC-BY",,"Unknown"
29146308,"Mechanisms of ageing and development",0,1/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.mad.2017.11.010","1872-6216","Journal Article","Molecular habituation’ as a potential mechanism of gradual homeostatic loss with age","COAF",,"Unknown","Arthritis Research","MR/K006312/1",,,,,3/5/2018,"2,341.86","EUR","2,486.58",,,2486.58,0,"CC-BY",,"Unknown"
29569226,"The British journal of dermatology",0,9/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/bjd.16573","1365-2133","Journal Article","Inherited pulmonary cylindromas: Extending the phenotype of CYLD mutation carriers.","COAF",,"Unknown","Wellcome Trust","WT097163MA",,,,,4/13/2018,"2,500.00","GBP","3,000.00",,,3000,0,"CC-BY",,"Unknown"
29506874,"EBioMedicine",1,4/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ebiom.2018.02.010","2352-3964","Journal Article","MT-ND5 Mutation Exhibits Highly Variable Neurological Manifestations at Low Mutant Load","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,3/19/2018,"2,827.91","EUR","2,992.25",,,2992.25,0,"CC-BY",,"Unknown"
29545639,"Scientific reports",1,3/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-018-22984-5","2045-2322","Journal Article","Electroencephalographic derived network differences in Lewy body dementia compared to Alzheimer’s disease patients","COAF",,"Unknown","Wellcome Trust","WT088441MA",,,,,3/19/2018,"1,165.00","GBP","1,398.00",,,1398,0,"CC-BY",,"Unknown"
29599138,"Arteriosclerosis, thrombosis, and vascular biology",0,6/1/2018,"Ovid Technologies (Wolters Kluwer Health)","cc-by","cc-by",1,0,"10.1161/ATVBAHA.117.309940","1524-4636","Journal Article","Telomerase mediates lymphocyte proliferation but not the atherosclerosis-suppressive potential of regulatory T-cells","COAF",,"Unknown","British Heart Foundation","PG/15/85/31744",,,,,4/3/2018,"4,700.00","USD","3,991.37",,,3991.37,0,"CC-BY",,"Unknown"
29703975,"Nature communications",1,4/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41467-018-03923-4"," 2041-1723","Journal Article","Transporter gene acquisition and innovation in the evolution of Microsporidia intracellular parasites","COAF",,"Unknown","Wellcome Trust",45404,,,,,4/17/2018,"3,150.00","GBP","3,780.00",,,3780,0,"CC-BY",,"Unknown"
29529249,"Nucleic acids research",0,5/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/nar/gky127","1362-4962","Journal Article","PERK/eIF2a signaling inhibits HIF-induced gene expression during the Unfolded Protein Response via YB1-dependent regulation of HIF1a translation","COAF",,"Unknown","Cancer Research UK","C1443/A22095",,,,,3/14/2018,710,"GBP",852,,,852,0,"CC-BY",,"Unknown"
29752242,"IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society",0,5/1/2018,"Institute of Electrical and Electronics Engineers (IEEE)","cc-by","cc-by",1,0,"10.1109/TNSRE.2018.2816238","1558-0210","Journal Article","Automated FES for Upper Limb Rehabilitation Following Stroke and Spinal Cord Injury","COAF",,"Unknown","Wellcome Trust",106343,,,,,3/15/2018,"1,950.00","USD","1,690.02",,,1690.02,0,"CC-BY",,"Unknown"
29727687,"American journal of human genetics",0,5/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ajhg.2018.03.011","1537-6605","Journal Article","Variants in EXOSC9 disrupt the RNA exosome and result in cerebellar atrophy with spinal motor neuronopathy To be published in: The American Journal of Human Genetics","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,3/19/2018,"4,418.61","EUR","4,675.38",,,4675.38,0,"CC-BY",,"Unknown"
29547972,"Briefings in functional genomics",0,7/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/bfgp/ely003","2041-2657","Journal Article","The impact of single-cell RNA sequencing on understanding the functional organization of the immune system","COAF",,"Unknown","Wellcome Trust","107931/Z/15/Z",,,,,5/2/2018,"1,943.00","GBP","2,331.60",,,2331.6,0,"CC-BY",,"Unknown"
29518248,"Human molecular genetics",0,5/1/2018,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/hmg/ddy080","1460-2083","Journal Article","Defective Mitochondrial protease LonP1 can cause classical mitichondrial disease","COAF",,"Unknown","Wellcome Trust","203105/Z/16/X",,,,,3/27/2018,"1,850.00","GBP","2,220.00",,,2220,0,"CC-BY",,"Unknown"
29560417,"Neurology. Genetics",1,4/1/2018,"Ovid Technologies (Wolters Kluwer Health)","cc-by","cc-by",1,0,"10.1212/NXG.0000000000000226","2376-7839","Journal Article","Whole exome sequencing identifies mutations in MYMK in a mild form of Carey-Fineman-Ziter syndrome","COAF",,"Unknown","Wellcome Trust","201064/Z/16/Z",,,,,3/22/2018,500,"USD",430.43,,,430.43,0,"CC-BY",,"Unknown"
29602790,"Journal of medical genetics",0,8/1/2018,"BMJ","cc-by","cc-by",1,0,"10.1136/jmedgenet-2017-105012","1468-6244","Journal Article","Retrospective Natural History of Thymidine Kinase 2 Deficiency","COAF",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,10/26/2018,541.67,"GBP",650,,,650,0,"CC-BY",,"Unknown"
30392813,"The Lancet. Oncology",0,11/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/S1470-2045(18)30532-1","1474-5488","Journal Article","Prognostic effect of whole chromosomal aberration signatures in standard-risk, non-WNT/non-SHH medulloblastoma: a retrospective, molecular analysis of the HIT-SIOP PNET 4 trial","COAF",,"Unknown","Cancer Research UK","C8464/A13457",,,,,11/15/2018,"4,418.60","EUR","4,657.82",,,4657.82,0,"CC BY",,"Unknown"
30046664,"Cell surface (Amsterdam, Netherlands)",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.tcsw.2018.04.002","2468-2330","Journal Article","Coupling of polymerase and carrier lipid phosphatase prevents product inhibition in peptidoglycan synthesis","Wellcome supplement",,"Unknown","Wellcome Trust","101824/Z/13/Z",,,,,5/2/2018,"2,209.30","EUR","2,327.62",,,2327.62,0,"CC-BY",,"Unknown"
29719504,"Frontiers in human neuroscience",1,1/1/2018,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fnhum.2018.00147","1662-5161","Journal Article","Descending inputs to spinal circuits facilitating and inhibiting human wrist flexors","Wellcome supplement",,"Unknown","Wellcome Trust","101002/Z/13/Z",,,,,5/4/2018,"2,950.00","USD","2,569.48",,,2569.48,0,"CC-BY",,"Unknown"
29660420,"Journal of the American Academy of Dermatology",0,11/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.jaad.2018.04.014","1097-6787","Journal Article","Tracking tumor kinetics in patients with germline CYLD mutations","Wellcome supplement",,"Unknown","Wellcome Trust","WT097163MA",,,,,5/4/2018,"2,916.28","EUR","3,032.45",,,3032.45,0,"CC-BY",,"Unknown"
29977656,"Allergy & rhinology (Providence, R.I.)",0,"2018 Jan-Dec","SAGE Publications","cc-by","cc-by",1,0,"10.1177/2152656718764233","2152-6567","Journal Article","Autonomic nervous system dysfunction and sinonasal symptoms","Wellcome supplement",,"Unknown","Wellcome Trust","100201/Z/12/A",,,,,6/12/2018,750,"USD",671.5,,,671.5,0,"CC-BY",,"Unknown"
29793974,"The Journal of neuroscience : the official journal of the Society for Neuroscience",0,7/1/2018,"Society for Neuroscience","cc-by","cc-by",1,0,"10.1523/JNEUROSCI.3371-17.2018","1529-2401","Journal Article","Classification of Neurons in the Primate Reticular Formation and Changes After Recovery From Pyramidal Tract Lesion","Wellcome supplement",,"Unknown","Wellcome Trust","101002/Z/13/Z",,,,,5/4/2018,"4,225.00","USD","3,680.00",,,3680,0,"CC-BY",,"Unknown"
29735722,"EMBO molecular medicine",0,6/1/2018,"EMBO","cc-by","cc-by",1,0,"10.15252/emmm.201708262","1757-4684","Journal Article","mtDNA heteroplasmy level and copy number indicate disease burden in m.3243A>G mitochondrial disease","Wellcome supplement",,"Unknown","Wellcome Trust","204709/Z/16/Z",,,,,5/2/2018,"2,750.00","GBP","3,300.00",,,3300,0,"CC-BY",,"Unknown"
29976976,"European journal of human genetics : EJHG",0,11/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41431-018-0176-5","1476-5438","Journal Article","Comparison of methods for transcriptome imputation through application to two common complex diseases","Wellcome supplement",,"Unknown","Wellcome Trust","102858/Z/13/Z",,,,,6/11/2018,"2,000.00","GBP","2,400.00",,,2400,0,"CC-BY",,"Unknown"
29765094,"Scientific reports",1,5/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-018-25882-y","2045-2322","Journal Article","The cell wall hydrolase Pmp23 is important for assembly and stability of the division ring in Streptococcus pneumoniae.","Wellcome supplement",,"Unknown","Wellcome Trust","101824/Z/13/Z",,,,,5/11/2018,"1,165.00","GBP","1,398.00",,,1398,0,"CC-BY",,"Unknown"
29955768,"JAMA dermatology",0,8/1/2018,"American Medical Association (AMA)","cc-by","cc-by",1,0,"10.1001/jamadermatol.2018.1610","2168-6084","Journal Article","Targeting tropomyosin receptor kinase in cutaneous CYLD defective tumors (TRAC): A randomised placebo-controlled early phase trial with pegcantratinib","Wellcome supplement",,"Unknown","Wellcome Trust","WT097163MA",,,,,5/10/2018,"5,000.00","USD","4,435.32",,,4435.32,0,"CC-BY",,"Unknown"
29629880,"Journal of neural engineering",0,8/1/2018,"IOP Publishing","cc-by","cc-by",1,0,"10.1088/1741-2552/aabca0","1741-2552","Journal Article","Influence of nerve cuff channel count and implantation site on the separability of afferent ENG","Wellcome supplement",,"Unknown","Wellcome Trust","201064/Z/16/Z",,,,,5/10/2018,"1,960.00","GBP","2,352.00",,,2352,0,"CC-BY",,"Unknown"
29785044,"Scientific reports",1,5/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-018-26307-6","2045-2322","Journal Article","The live cell DNA stain SiR-Hoechst induces DNA damage responses and impairs cell cycle progression","Wellcome supplement",,"Unknown","Wellcome Trust","106951/Z/15/Z",,,,,6/11/2018,"1,165.00","GBP","1,398.00",,,1398,0,"CC-BY",,"Unknown"
29980628,"Essays in biochemistry",0,7/1/2018,"Portland Press Ltd.","cc-by","cc-by",1,0,"10.1042/EBC20170103","1744-1358","Journal Article","Mitochondrial DNA transcription and translation: clinical syndromes","Wellcome supplement",,"Unknown","Wellcome Trust","109915/Z/15/Z",,,,,5/25/2018,"1,750.00","GBP","2,100.00",,,2100,0,"CC-BY",,"Unknown"
29925006,"Cell reports",1,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.celrep.2018.05.068","2211-1247","Journal Article","Notch signaling facilitates in vitro generation of cross-presenting classical dendritic cells","Wellcome supplement",,"Unknown","Wellcome Trust","101155/Z/13/Z",,,,,6/8/2018,"4,418.61","EUR","4,633.70",,,4633.7,0,"CC-BY",,"Unknown"
29884996,"Molecular microbiology",0,9/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/mmi.14000","1365-2958","Journal Article","The lytic transglycosylase MltB connects membrane homeostasis and in vivo fitness of Acinetobacter baumannii","Wellcome supplement",,"Unknown","Wellcome Trust","101824/Z/13/Z",,,,,6/11/2018,0," ",0,,"Wiley",0,0,"CC-BY","Paid using a Wiley offsetting credit therefore no charge to COAF","Unknown"
30013510,"Frontiers in neurology",1,1/1/2018,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fneur.2018.00517","1664-2295","Journal Article","Abnormal Blink Reflex and Inter-muscular Coherence in Writer’s Cramp","Wellcome supplement",,"Unknown","Wellcome Trust","101002/Z/13/Z",,,,,7/12/2018,"2,490.00","USD","2,253.55",,,2253.55,0,"CC-BY",,"Unknown"
29962004,"Journal of cutaneous pathology",0,10/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/cup.13311","1600-0560","Journal Article","p63 and smooth muscle actin expression in low grade spiradenocarcinomas in a case of CYLD cutaneous syndrome","Wellcome supplement",,"Unknown","Wellcome Trust","WT097163MA",,,,,7/5/2018,"2,067.00","GBP","2,480.40",,,2480.4,0,"CC-BY",,"Unknown"
30046662,"Neurology. Genetics",1,8/1/2018,"Ovid Technologies (Wolters Kluwer Health)","cc-by","cc-by",1,0,"10.1212/NXG.0000000000000256","2376-7839","Journal Article","Expanding the phenotype of de novo SLC25A4-linked mitochondrial disease to include mild myopathy","Wellcome supplement",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,7/20/2018,"3,200.00","USD","2,418.75",,,2418.75,0,"CC-BY",,"Unknown"
29979980,"American journal of human genetics",0,7/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ajhg.2018.06.006","1537-6605","Journal Article","Bi-allelic mutations in Phe-tRNA synthetase","Wellcome supplement",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,7/5/2018,"4,418.61","EUR","4,693.04",,,4693.04,0,"CC-BY",,"Unknown"
30109783,"Cancer medicine",1,9/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/cam4.1724","2045-7634","Journal Article","Characterisation and drug sensitivity of a novel human ovarian clear cell carcinoma cell line genomically and phenotypically similar to the original tumour","Wellcome supplement",,"Unknown","Wellcome Trust","206723/Z/17/Z",,,,,7/31/2018,"1,426.00","GBP","1,711.20",,,1711.2,0,"CC-BY",,"Unknown"
30057937,"Current opinion in behavioral sciences",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.cobeha.2018.05.002","2352-1546","Journal Article","Evolutionarily conserved neural signatures involved in sequencing predictions and their relevance for language","Wellcome supplement",,"Unknown","Wellcome Trust","WT092606A1A",,,,,7/12/2018,"3,358.14","EUR","3,563.45",,,3563.45,0,"CC-BY",,"Unknown"
30057938,"Current opinion in behavioral sciences",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.cobeha.2018.06.002","2352-1546","Journal Article","The evolution of language as a neurobiological system","Wellcome supplement",,"Unknown","Wellcome Trust","WT092606A1A",,,,,7/12/2018,"3,358.14","EUR","3,563.45",,,3563.45,0,"CC-BY",,"Unknown"
30019413,"The European journal of neuroscience",0,8/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/ejn.14076","1460-9568","Journal Article","In Vitro Characterisation of Intrinsic Properties and Local Synaptic Inputs to Pyramidal Neurons in Macaque Primary Motor Cortex","Wellcome supplement",,"Unknown","Wellcome Trust","101002/Z/13/Z",,,,,7/27/2018,"3,000.00","USD","2,741.76",,,2741.76,0,"CC-BY",,"Unknown"
30101217,"ACS applied nano materials",0,7/1/2018,"American Chemical Society (ACS)","cc-by","cc-by",1,0,"10.1021/acsanm.8b00737","2574-0970","Journal Article","Modular Protein Engineering Approach to the Functionalization of Gold Nanoparticles for Use in Clinical Diagnostics","Wellcome supplement",,"Unknown","Wellcome Trust","064345/Z/01/Z",,,,,7/31/2018,"4,000.00","USD","3,612.91",,,3612.91,0,"CC BY",,"Unknown"
30519184,"Frontiers in aging neuroscience",1,1/1/2018,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fnagi.2018.00347","1663-4365","Journal Article","Structural Brain Correlates of Attention Dysfunction in Lewy Body Dementias and Alzheimer’s Disease","Wellcome supplement",,"Unknown","Wellcome Trust","WT088441MA",,,,,11/9/2018,"2,950.00","USD","2,710.08",,,2710.08,0,"CC BY",,"Unknown"
30044025,"Molecular microbiology",0,11/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1111/mmi.14082","1365-2958","Journal Article","Induced conformational changes activate the peptidoglycan synthase PBP1B","Wellcome supplement",,"Unknown","Wellcome Trust","101824/Z/13/Z",,,,,7/27/2018,"2,321.00","GBP","2,785.20",,,2785.2,0,"CC BY",,"Unknown"
30093673,"Nature communications",1,8/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41467-018-05602-w","2041-1723","Journal Article","Structure of the essential peptidoglycan amidotranferase MurT/GatD complex from Streptococcus pneumoniae","Wellcome supplement",,"Unknown","Wellcome Trust","101824/Z/13/Z",,,,,8/3/2018,"3,300.00","GBP","3,960.00",,,3960,0,"CC BY",,"Unknown"
30067124,"Journal of neurophysiology",0,10/1/2018,"American Physiological Society","cc-by","cc-by",1,0,"10.1152/jn.00112.2018","1522-1598","Journal Article","Spasms after spinal cord injury show low-frequency intermuscular coherence","Wellcome supplement",,"Unknown","Wellcome Trust","101002/Z/13/Z",,,,,8/20/2018,"1,602.05","GBP","1,922.46",,,1922.46,0,"CC BY",,"Unknown"
30244835,"Molecular cell",0,10/1/2018,"Elsevier BV","non-standard-licence","non-standard-licence",1,0,"10.1016/j.molcel.2018.08.028","1097-4164","Journal Article","Mode of action of kanglemycin A, an ansamycin natural product that is active against rifampicin-resistant Mycobacterium tuberculosis","Wellcome supplement",,"Unknown","Wellcome Trust",102851,,,,,9/5/2018,"4,595.35","EUR","4,990.00",,,4990,0,"Other","Open Govt licence","Unknown"
29950320,"Essays in biochemistry",0,7/1/2018,"Portland Press Ltd.","cc-by","cc-by",1,0,"10.1042/EBC20170113","1744-1358","Journal Article","Advances in methods for reducing mitochondrial DNA disease by replacing or manipulating the mitochondrial genome","Wellcome supplement",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,9/5/2018,"1,500.00","GBP","1,800.00",,,1800,0,"CC-BY",,"Unknown"
30201738,"EMBO molecular medicine",0,11/1/2018,"EMBO","cc-by","cc-by",1,0,"10.15252/emmm.201809060","1757-4684","Journal Article","OXA1L mutations cause mitochondrial encephalopathy and a combined oxidative phosphorylation defect
1
L
mutations cause mitochondrial
encephalopathy and a combined oxidative
OXA1L mutations cause mitochondrial encephalopathy and a combined oxidative phosphorylation defect","Wellcome supplement",,"Unknown","Wellcome Trust","203105/Z/16/Z",,,,,9/21/2018,"2,750.00","GBP","3,300.00",,,3300,0,"CC-BY",,"Unknown"
30300583,"Cancer cell",0,10/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.ccell.2018.08.015","1878-3686","Journal Article","The Oncogenic Transcription Factor RUNX1/ETO Corrupts Cell Cycle Regulation to Drive Leukemic Transformation","Wellcome supplement",,"Unknown","Wellcome Trust",87961,,,,,9/12/2018,"4,595.35","EUR","4,933.48",,,4933.48,0,"CC BY",,"Unknown"
