"PMCID";"PMID";"DOI";"Publisher";"Journal title";"ISSN";"Article title";"Cost (£) (inc VAT when charged)";"Full text in Europe PMC?";"Accepted author manuscript?";"Licence";"Licence Source";"Journal Type";"Wellcome Trust compliant?"
"PMC4108088";25057298;"10.1186/1756-8935-7-8";"Ludwig-Maximillans Universitat Munchen";"Epigenetics & Chromatin";"1756-8935";"Three-dimensional super-resolution microscopy of the inactive X chromosome territory reveals a collapse of its active nuclear compartment harboring distinct Xist RNA foci.";£278.11;1;0;"cc-by";"epmc_xml";"oa";1
;;"10.1179/0079423614Z.00000000054";"Maney Publishing";"Post Medieval Archaeology (Maney Publishing)";;"The Garden as a Laboratory: The role of domestic gardens as places of scientific exploration in the long eighteenth-century";£600.00;;"unknown";"unknown";;;0
"PMC3910480";23947948;"10.1089/AID.2013.0171";"Mary Ann Liebert";"AIDS Res Hum Retroviruses";"0889-2229, 1931-8405";"HIV Type 1 Transmission Networks Among Men Having Sex with Men and Heterosexuals in Kenya.";£1,340.25;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3920758";24279882;"10.1089/cell.2013.0064";"Mary Ann Liebert";"Cellular Reprogramming";"2152-4971, 2152-4998";"Innate Immune Response Precedes Mycobacterium lepraeÃ¢Â€Â“Induced Reprogramming of Adult Schwann Cells
of adult Schwann cells";£1,405.69;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4135321";24801544;"10.1089/dia.2014.0009";"Mary Ann Liebert";"Diabetes Technology and Therapeutics";"1520-9156, 1557-8593";"Feasibility Study of a Bio-inspired Artificial Pancreas in Adults with Type 1 Diabetes";£2,274.08;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3900004";24152287;"10.1089/hum.2013.126";"Mary Ann Liebert";"Human Gene Therapy";"1043-0342, 1557-7422";"Mouse regenerating myofibers detected as false-positive donor myofibers with anti-human spectrin";£1,987.75;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3997090";24593228;"10.1089/hum.2013.214";"Mary Ann Liebert";"Human Gene Therapy";"1043-0342, 1557-7422";"Uteroplacental Adenovirus Vascular Endothelial Growth Factor Gene Therapy Increases Fetal Growth Velocity in Growth-Restricted Sheep Pregnancies";£1,902.03;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3910453";23721097;"10.1089/ten.TEC.2013.0225";"Mary Ann Liebert";"Tissue Engineering Part C Methods";"1937-3384, 1937-3392";"The design and development of a high-throughput magneto-mechanostimulation device for cartilage tissue engineering
";£1,741.32;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4229718";24786313;"10.1089/ten.TEA.2013.0573";"Mary Ann Liebert";"Tissue Engineering: Part A";"1937-3341, 1937-335X";"Development and characterization of acellular porcine pulmonary valve scaffolds for tissue engineering";£1,901.82;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4029136";24506272;"10.1089/ten.tea.2013.0307";"Mary Ann Liebert";"Tissue Engineering: Part A";"1937-3341, 1937-335X";"Stimulation of Chondrogenic Differentiation of Adult Human Bone Marrow-Derived Stromal Cells by A Moderate Strength Static Magnetic Field";£1,593.92;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
;24735331;"10.1089/ars.2014.5884";"Mary Ann Liebert";"Antioxidants & Redox signalling";"1523-0864, 1557-7716";"redox and nitric oxide-mediated regulation of sensory neuron ion channel function";£1,989.13;0;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4059382";24236699;"10.1162/jocn_a_00525";"Massachusetts Institute of Technology";"Journal of Cognitive Neuroscience";"0898-929X, 1530-8898";"Magnetoencephalographic activity related to conscious perception is stable within individuals across years but not between individuals";£777.19;1;1;"non-standard-licence";"epmc";"hybrid";0
"PMC4060063";23281780;"10.1162/jocn_a_00353";"Massachusetts Institute of Technology";"Journal of Cognitive Neuroscience";"0898-929X, 1530-8898";"Early visual responses predict conscious face perception within and between subjects during binocular rivalry";£777.19;1;"unknown";"unknown";;"hybrid";0
"PMC4050359";23691984;"10.1162/jocn_a_00427";"Massachusetts Institute of Technology";"Journal of Cognitive Neuroscience";"0898-929X, 1530-8898";"T'ain't What You Say, It's the Way That You Say ItÃ¢Â€Â”Left Insula and Inferior Frontal Cortex Work in Interaction with Superior Temporal Regions to Control the Performance of Vocal Impersonations";£765.58;1;"unknown";"unknown";;"hybrid";0
;24727416;"10.3390/molecules19044433";"MDPI";"Molecules";"1420-3049";"The effect of chitin size, shape, source and purification method on immune recognition";£1,215.11;0;"unknown";"non-standard-licence";"publisher";"oa";0
"PMC3873700";24351716;"10.3390/genes5010235";"MDPI";"Genes";"2072-6651";"Illuminating the transcriptome through the genome";£245.26;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3881165";24351745;"10.3390/ijerph10127257";"MDPI";"International Journal of Environmental Research and Public Health ";"1661-7827, 1660-4601";"Prevalence of COPD and tobacco smoking in Tunisia - Results from the BOLD study";£1,140.54;1;0;"cc-by";"epmc_xml";"oa";1
"PMC4200797";25244019;"10.3390/ijms150916719";"MDPI";"International Journal of Molecular Sciences";"1422-0067";"Sperm and spermatids are composed of different proteins and bind distinct egg proteins";£1,279.74;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3634451";23493057;"10.3390/ijms14035920";"MDPI";"International Journal of Molecular Sciences";"1422-0067";"Functions and Mechanisms of Fibroblast Growth Factor (FGF) Signalling in Drosophila melanogaster";£1,191.03;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3968376";24625763;"10.3390/toxins6031049";"MDPI";"Toxins";"2072-6651";"Identification of a key residue for oligomerisation and pore-formation of Clostridium perfringens NetB";£853.00;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3873700";24351716;"10.3390/toxins5122533";"MDPI";"Toxins";"2072-6651";"Secreted phospholipases A2 of snake venoms: effects on the peripheral neuromuscular systems with comments on the role of phospholipases A2 in disorders of the CNS and their uses in industry";£827.12;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3917441";24424502;"10.3390/v6010243";"MDPI";"Viruses";"1999-4915";"Gene Therapy Strategies to Exploit TRIM Derived Restriction Factors against HIV-1";£816.20;1;0;"cc-by";"epmc_xml";"oa";1
"PMC3831442";24108355;"10.1073/pnas.1308253110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Ligand-specific conformational change of the G-proteinÃ¢Â€Â“coupled receptor ALX/FPR2 determines proresolving functional responses";£1,482.95;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3856816";24167266;"10.1073/pnas.1311535110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Chronic exposure to arsenic in drinking water can lead to resistance to antimonial drugs in a mouse model of visceral leishmaniasis";£855.90;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4050607";24778238;"10.1073/pnas.1324197111";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Genesis and pathogenesis of the 1918 pandemic H1N1 influenza A virus";£848.86;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3870707";24297884;"10.1073/pnas.1318624110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Male contraception via simultaneous knockout of ?1A-adrenoceptors and P2X1-purinoceptors in mice ";£703.20;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3710844";23798409;"10.1073/pnas.1302721110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Caenorhabditis elegans centriolar protection SAS-6 can form a spiral that is consitent with imparting a nimefold symmetry";£676.47;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3683770";23716676;"10.1073/pnas.1217042110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Structures of ABCB10, a human ATP-binding cassette transporter in apo- and nucleotide-bound states";£671.55;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3752223";23924609;"10.1073/pnas.1305062110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Casual effect of disconnection lesions on interhemispheric functional connectivity in rhesus monkeys";£646.19;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3864328";24259709;"10.1073/pnas.1311381110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Contributions of intrinsic mutation rate and selfish selection to levels of de novo HRAS mutations in the paternal germline.";£633.05;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3856850";24248379;"10.1073/pnas.1310658110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"RVX-208, an inhibitor of BET transcriptional regulators with selectivity for the second bromodomain";£631.49;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3839686";24194551;"10.1073/pnas.1309934110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"High-speed holographic microscopy of malaria parasites reveals ambidextrous flagellar waveforms";£625.34;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3939918";24516158;"10.1073/pnas.1316178111";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Effector and central memory T helper 2 cells repond differently to peptide immunotherapy";£621.74;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3780876";23986499;"10.1073/pnas.1305373110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Dissociable effects of surprise and model update in parietal and anterior cingulate cortex";£621.15;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3845180";24225852;"10.1073/pnas.1304218110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Pathogen selection drives nonoverlapping associations between HLA loci";£615.94;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3876235";24218579;"10.1073/pnas.1308450110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"FTSK-DEPENDANT XERCD-DIF RECOMBINATION UNLINKS REPLICATION CATENANES IN A STEPWISE MANNER";£615.94;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3964068";24594597;"10.1073/pnas.1319175111";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Combinatorial quorum sensing allows bacteria to resolve their social and physical environment";£610.81;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3870734";24297937;"10.1073/pnas.1315879110";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Predication the x-ray lifetime of protein crystals";£610.14;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3926064";24469834;"10.1073/pnas.1312951111";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"SPATIAL SEPARATION OF XIST RNA & POLYCOMB PROTEINS REVEALED BY SUPERRESOLUTION MICROSCOPY";£607.16;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3910626";24434552;"10.1073/pnas.1317262111";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Crystal structure of the essential transcription antiterminator M2-1 protein of human respiratory syncytial virus and implications of its phosphorylation";£600.00;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3926017";24469791;"10.1073/pnas.1308062111";"National Academy of Sciences";"PNAS";"0027-8424, 1091-6490";"Efficient surveillance for healthcare-associated infections spreading between hospitals";£1,102.64;1;"unknown";"unknown";;"hybrid";0
;24292675;"10.1038/onc.2013.512";"Nature Publishing Group";"Oncogene";"0950-9232, 1476-5594";"The deubiquitylase Ataxin-3 restricts PTEN transcription in lung cancer cells";£3,360.00;0;"unknown";"cc-by";"publisher";"hybrid";0
"PMC3875679";23974100;"10.4161/cc.26086";"Nature Publishing Group";"British Journal of Cancer";"1538-4101, 1551-4005";"NF-kB regulates expression of polo like kinase 4";£2,040.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3905776";24423728;"10.1038/ncomms4039";"Nature Publishing Group";"Nature Communications";"2041-1723";"Integrin CD11b positively regulates TLR4-induced signalling pathways in dendritic cells but not in macrophages";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3923297";24413531;"10.1038/ncomms3964";"Nature Publishing Group";"Nature Communications";"2041-1723";"Structural basis for microtubule recognition by the human kinetochore Ska complex";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3959193";24595054;"10.1038/ncomms4399";"Nature Publishing Group";"Nature Communications";"2041-1723";"microRNA input into a neural ultradian oscillator controls emergence and timing of alternative cell states";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3982139";24709664;"10.1038/ncomms4628";"Nature Publishing Group";"Nature Communications";"2041-1723";"Fragile x mental retardation protein controls synaptic vesicle exocytosis by modulating n-type calcium channel density";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC3996542";24721909;"10.1038/ncomms4540";"Nature Publishing Group";"Nature Communications";"2041-1723";"Novel skin phenotypes revealed by a genome-wide mouse reverse genetic screen ";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4010643";24777035;"10.1038/ncomms4756";"Nature Publishing Group";"Nature Communications";"2041-1723";"Whole-genome sequencing of bladder cancers reveals somatic CDKN1A mutations and clinicopathological associations with mutation burden.";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4036114";24853639;"10.1038/ncomms4956";"Nature Publishing Group";"Nature Communications";"2041-1723";"Mobile Elements drive recombination hotspots in the core genome of Staphylococcus aureus";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4046109";24874098;"10.1038/ncomms4936";"Nature Publishing Group";"Nature Communications";"2041-1723";"Separating NADH and NADPH fluorescence in live cells and tissues using FLIM";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4046113";24893131;"10.1038/ncomms4996";"Nature Publishing Group";"Nature Communications";"2041-1723";"ER-mitochondria associations are regulated by the VAPB-PTPIP51 interaction and are disrupted by ALS/FTD associated TDP-43 ";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4050272";24866701;"10.1038/ncomms4847";"Nature Publishing Group";"Nature Communications";"2041-1723";"Chemical-genetic attenuation of focal neocortical seizures";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4050280";24867324;"10.1038/ncomms4912";"Nature Publishing Group";"Nature Communications";"2041-1723";"The full-length cell-cell fusogen EFF-1 is monomeric and upright on the membrane.";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4050282";24851940;"10.1038/ncomms4817";"Nature Publishing Group";"Nature Communications";"2041-1723";"Neuronal adaptation involves rapid expansion of the action potential initiation site";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4061699";24937647;"10.1038/ncomms5116";"Nature Publishing Group";"Nature Communications";"2041-1723";"Predicting the risk of avian influenza A H7N9 in live poultry markets across Asia";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4102107";25003214;"10.1038/ncomms5204";"Nature Publishing Group";"Nature Communications";"2041-1723";"The correlation between reading and mathematics ability at age twelve has a substantial genetic component.";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4102122";25001086;"10.1038/ncomms5377";"Nature Publishing Group";"Nature Communications";"2041-1723";"A hydrophobic barrier deep within the inner pore of the TWIK-1 K2P potassium channel";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4102769";24989451;"10.1038/ncomms5287";"Nature Publishing Group";"Nature Communications";"2041-1723";"EXOSC8 mutations alter mRNA metabolism and cause hypomyelination with spinal muscilar atrophy and cerebellar hypoplasia";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4104448";25027712;"10.1038/ncomms5321";"Nature Publishing Group";"Nature Communications";"2041-1723";"Lysosome sorting of ?-glucocerebrosidase by LIMP-2 is targeted by the mannose 6-phosphate receptor.";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4104454";25014177;"10.1038/ncomms5294";"Nature Publishing Group";"Nature Communications";"2041-1723";"Astrocyte response to motor neuron injury promotes structural synaptic plasticity via STAT3-regulated TSP-1 expression";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4109023";25027852;"10.1038/ncomms5257";"Nature Publishing Group";"Nature Communications";"2041-1723";"Identification of platelet function defects by multiparameter assessment of thombus formation";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4143937";25088745;"10.1038/ncomms5535";"Nature Publishing Group";"Nature Communications";"2041-1723";"The LKB1-salt-inducible kinase pathway functions as a key gluconeogenic suppressor in the liver.";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
"PMC4175578";25224686;"10.1038/ncomms5874";"Nature Publishing Group";"Nature Communications";"2041-1723";"Unexpected structure for the N-terminal domain of hepatitis C virus envelope glycoprotein E1.";£3,780.00;1;0;"cc-by-nc";"epmc_xml";"hybrid";0
