PMID,PMCID,DOI,Publisher,Journal title,ISSN,Fully Open Access Journal,Article title,Cost,"Discounts, memberships & pre-payment agreements",Fulltext in EPMC?,Licence in EPMC,Licence on publisher website,Accepted Author Manuscript?,Ahead of Print?,COAF Compliant?,Funder of research (1),Grant ID (1),Funder of research (2),Grant ID (2),Funder of research (3),Grant ID (3)
28382844,PMC5624299,10.1177/0004867417700729,SAGE Publications,The Australian and New Zealand journal of psychiatry,"0004-8674, 1440-1614",0,White matter deficits in schizophrenia are global and donÂ’t progress with age,240,Sage voucher scheme,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,72555 and 64971,,,,
28655286,PMC5714154,10.1177/0269881117715597,SAGE Publications,"Journal of psychopharmacology (Oxford, England)","0269-8811, 1461-7285",0,"A group II metabotropic glutamate receptor 3 (mGlu3, GRM3) isoform implicated in schizophrenia interacts with canonical mGlu3 and reduces ligand binding",240,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,102616/Z,,,,
27837190,PMC5536254,10.1177/0271678x16679171,SAGE Publications,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,"0271-678X, 1559-7016",0,Hyperoxia results in increased aerobic metabolism following acute brain injury,240,Sage prepayment,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104580  Ilias Tachtsidis,"MRC, EPSRC","G1000292, EP/K020315/1  Arnab Ghosh, Clare Elwell",,
28530514,Unknown,10.1177/0969141317699440,SAGE Publications,Journal of medical screening,"0969-1413, 1475-5793",0,Public understanding of the purpose of cancer screening: a population-based survey,240,Sage prepayment,0,Unknown,Unknown,0,1,0,Cancer Research UK,A17219  Jo Waller,,  ,,
28408774,PMC5367742,10.1177/0741088316681988,SAGE Publications,Written communication,"0741-0883, 1552-8472",0,Historical Analyses of Disordered Handwriting: Perspectives on Early 20th-Century Material from a German Psychiatric Hospital,240,Sage prepay,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,105624,,,,
28534426,PMC5673006,10.1177/0961203317707826,SAGE Publications,Lupus,"0961-2033, 1477-0962",0,The immunological personality of close relatives of SLE patients,200,Not reported,1,cc-by,not applicable,0,Unknown,1,,,,,,
26377524,PMC5123630,10.1177/1090198115604616,SAGE Publications,Health education & behavior : the official publication of the Society for Public Health Education,"1090-1981, 1552-6127",0,"Cancer Fatalism, Literacy, and Cancer Information Seeking in the American Public",200,Sage prepayment,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C42785/A17965,-,-,-,-
27920368,Unknown,10.1177/0962280216680245,SAGE Publications,Statistical methods in medical research,"0962-2802, 1477-0334",0,Use of the concordance index for predictors of censored survival data,200,Sage prepayment,0,Unknown,Unknown,0,1,0,Cancer Research UK,C569/A16891,0,0,0,0
28052164,PMC5367516,10.5271/sjweh.3618,"Scandinavian Journal of Work, Environment and Health","Scandinavian journal of work, environment & health","0355-3140, 1795-990X",0,Sleep disturbance and the older worker: findings from the Health and Employment After Fifty study,1516.43,None,1,non-standard-licence,cc-by,1,Unknown,0,Arthritis Research UK,ARC 19817,,,,
28229164,PMC5442605 ,10.1160/TH16-11-0825,Schattauer,Thrombosis and Haemostasis,,0,Are cardiovascular risk factors associated with the incidence of atrial fibrillation,2043.02,None,1,CC-BY,CC-BY-NC-ND,0,0,1,"Arthritis Research UK, British Heart Foundation, Wellcome Trust",  Farr Institute,MRC,K006584/1  Farr Institute,,
27610454,PMC5228039,10.1160/th16-01-0062,Schattauer GmbH,Thrombosis and haemostasis,"0340-6245, 2567-689X",0,Polyphosphate delays fibrin and alters the mechanical properties of the fibrin network,2148.76,None,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,FS/11/2/28579,British Heart Foundation,PG/11/1/28461,,
27052467,PMC5175582,10.1160/th15-09-0700,Schattauer GmbH,Thrombosis and haemostasis,"0340-6245, 2567-689X",0,The functions of the A1A2A3 domains in von Willebrand factor include multimerin 1 binding,1247.1,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,"RG/09/003/27122, 094470/Z/10/Z",British Heart Foundation,,,
28289734,PMC5346293,10.21767/2471-8084.100030,Scitechnol Biosoft Pvt. Ltd.,Biochemistry & molecular biology journal,2471-8084,0,Regulatory Mechanisms of Hsp90,3025,None,1,cc-by,not applicable,1,Unknown,0,Wellcome Trust,095605/Z11/Z,,,,
28191457,PMC5302157,10.15698/mic2017.01.552,Shared Science Publishers OG,"Microbial cell (Graz, Austria)",2311-2638,1,The copper transport-associated protein Ctr4 can form prion-like epigenetic determinants in Schizosaccharomyces pombe,598.64,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,095598/Z/11/Z  Jurg Bahler,,  ,,
27974617,PMC5157111,10.1523/jneurosci.2400-16.2016,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Hermes regulates axon sorting in the optic tract by post-transcriptional regulation of Neuropilin 1,4761.36,None,1,cc-by,not applicable,0,Unknown,1,BBSRC,,Wellcome Trust,,,
28096471,PMC5354342,10.1523/jneurosci.2193-16.2016,Society for Neuroscience,The Journal of Neuroscience,"0270-6474, 1529-2401",0,Resolving the brainstem contributions to attentional analgesia in man,4499.19,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,gr088373,,,,
28847806,PMC5618259,10.1523/jneurosci.1316-17.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Thermosensory perceptual learning is associated with structural brain changes in parietal-opercular (SII) cortex,4467.2,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
28847810,PMC5637121,10.1523/jneurosci.0658-17.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,A population of indirect pathway striatal projection neurons is selectively entrained to parkinsonian beta oscillations,3902.38,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101821,Parkinson's UK,G-0806,MRC,"MC_UU_12020/5, MC_UU_12024/1; MC_UU_12024/2"
27903727,PMC5148219 ,10.1523/JNEUROSCI.4100-15.2016,Society for Neuroscience,Journal of Neuroscience,,0,Predicting when in discourse engages the human dorsal auditory stream: an fMRI study using naturalistic stories,3252.49,Not reported,1,CC-BY,cc-by,0,0,1,Wellcome Trust,108295/Z/15/Z,,,,
28154149,PMC5354352,10.1523/jneurosci.2867-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,The coupling between Ca2+ channels and the exocytotic Ca2+ sensor at hair cell ribbon synapses varies tonotopically along the mature cochlea,3022.2,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT102892MA,,,,
28137973,PMC5354350,10.1523/jneurosci.0005-16.2016,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,A critical role for astrocytes in hypercapnic vasodilation in brain,3021.44,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT085523MA,Other,,,
28077706,PMC5242392,10.1523/jneurosci.2251-16.2016,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Connexin-mediated signalling in non-sensory cells is crucial for the development of sensory inner hair cells in the mouse cochlea,2944.45,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT102892MA,,,,
28213445,PMC5373110,10.1523/jneurosci.3225-16.2017,Society for Neuroscience,The Journal of Neuroscience,"0270-6474, 1529-2401",0,Ultra-high-field fMRI reveals a role for the subiculum in scene perceptual discrimination,2931.29,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,ISSF grant,MRC,G1002149,,
28473648,PMC5452340,10.1523/jneurosci.3697-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Activity clamp provides insights into paradoxical effects of the anti-seizure drug carbamazepine,2891.7,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104033/Z/14/Z; 095580/Z/11/Z  Stephanie Schorge; Dimitri Kullmann,MRC,MR/L003457/1; MR/L01095X/1  Stephanie Schorge; Dimitri Kullmann,,
28451635,PMC5394940,10.1523/eneuro.0336-16.2017,Society for Neuroscience,eNeuro,2373-2822,1,Efficient remyelination requires DNA methylation,2825.76,None,1,cc-by,not applicable,0,Unknown,1,MRC,,Wellcome Trust,,,
28270569,PMC5394900,10.1523/jneurosci.3493-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Neural architecture for feature binding in visual working memory,2877.55,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
28270567,PMC5394896,10.1523/jneurosci.2943-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Whole-brain neural dynamics of probabilistic reward prediction,2864.29,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,098362/Z/12/Z  Ray Dolan,,  ,,
28450537,PMC5456109,10.1523/jneurosci.2926-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Being first matters: topographical representational similarity analysis of ERP signals reveals separate networks for audiovisual temporal binding depending on the leading sense,2861.96,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust (WELLCOME),098433/Z/12/Z,Wellcome Trust (WELLCOME),098434/Z/12/Z,,
28450536,PMC5456112,10.1523/jneurosci.0015-17.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Variable action potential backpropagation during tonic firing and low-threshold spike bursts in thalamocortical but not thalamic reticular nucleus neurons.,2858.75,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,91882,Wellcome Trust,100202/Z/12/Z ,,
28320842,PMC5413174,10.1523/jneurosci.3481-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,STAT3 controls the long-term survival and phenotype of repair Schwann cells during nerve regeneration,2857.15,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,074665  Kristjan Jessen,,  ,,
28320847,PMC5413175,10.1523/jneurosci.2703-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Multivoxel pattern analysis reveals 3D place information in the human hippocampus,2852.59,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101759/Z/13/Z  Eleanor Maguire,,  ,,
28077721,PMC5242399,10.1523/jneurosci.2272-16.2016,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Temporal expectations guide dynamic prioritization in visual working memory through attenuated alpha oscillations,2849.14,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,104571/z/14/z,,,,
28450542,PMC5452337,10.1523/jneurosci.2164-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Neuronal chloride regulation via KCC2 is modulated through a GABAB receptor protein complex,2848.91,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,080543/Z/06/Z,,077704/Z/05/A,,086364/Z/08/Z
28025253,PMC5299570,10.1523/jneurosci.3620-15.2016,Society for Neuroscience,The Journal of Neuroscience,"0270-6474, 1529-2401",0,Visual population receptive fields in people with schizophrenia have reduced inhibitory surrounds,2824.52,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,100227/Z/12/Z  Geraint Rees,,  ,,
28087766,PMC5320609,10.1523/jneurosci.2238-16.2016,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Control of amygdala circuits by 5-HT neurons via 5-HT and glutamate cotransmission,2817.7,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,100933/Z/13/Z,MRC,U138197106,,
28706080,PMC5566862,10.1523/jneurosci.3592-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Power-up: a reanalysis of 'power failure' in neuroscience using mixture modelling,2807.12,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101798/Z/13/Z  Jonathan Roiser,,  ,,
28546307,PMC5490062,10.1523/jneurosci.3203-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,The right lateral cerebellum represents linguistic predictability,2777.96,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT087554,European Union,EU-FP7-ITN C7,,
28674174,PMC5546115,10.1523/jneurosci.3414-16.2017,Society for Neuroscience,The Journal of Neuroscience,"0270-6474, 1529-2401",0,Cooperation not competition: bihemispheric tDCS and fMRI show role for ipsilateral hemisphere in motor learning,2777.75,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,094874/Z/10/Z  Joern Diedrichsen,,  ,,
28559374,PMC5481940,10.1523/jneurosci.0772-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,TARP ?-2 is required for inflammation-associated AMPA receptor plasticity within lamina II of the spinal cord dorsal horn,2772.68,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,086185  Stuart Cull-Candy,MRC,MR/J002976/1  Stuart Cull-Candy,,
28566360,PMC5481942,10.1523/jneurosci.3880-16.2017,Society for Neuroscience,The Journal of Neuroscience,"0270-6474, 1529-2401",0,Social Information is Integrated into Value and Confidence Judgments According to its Reliability,2772.56,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,102612  Benedetto De Martino,,  ,,
28559384,PMC5481946,10.1523/jneurosci.0397-17.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,A Role for Auditory Corticothalamic Feedback in the Perception of Complex Sounds,2759.21,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,076508,,108369,,
28626018,PMC5518417,10.1523/jneurosci.1834-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Dissecting the function of hippocampal oscillations in a human anxiety model,2754.67,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,Ray Dolan  098362/Z/12/Z; 091593/Z/10/Z,,  ,,
28760866,PMC5577855,10.1523/jneurosci.0144-17.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Learning Predictive Statistics: Strategies and Brain Mechanisms.,2743.52,None,1,cc-by,not applicable,0,Unknown,1,FP7,095183/Z/10/Z,BBSRC,,EPSRC,
28607165,PMC5508257,10.1523/jneurosci.0291-17.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,The cumulative effects of predictability on synaptic gain in the auditory processing stream,2743.11,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,  Karl Friston,BBSRC,BB/K003399/1  Maria Chait,,
28904214,PMC5597985,10.1523/jneurosci.1453-17.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,"After nerve injury, lineage tracing shows that myelin and Remak Schwann cells elongate extensively and branch to form repair Schwann cells, which shorten radically on re-myelination",2735.28,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,074665  Kristjan Jessen,MRC,G0600967  Kristjan Jessen,,
28821674,PMC5618270,10.1523/jneurosci.0846-17.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,How auditory experience differentially influences the function of left and right superior temporal cortices,2731.9,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,100229/Z/12/Z  ,ESRC,  ,,
28821653,PMC5597977,10.1523/jneurosci.3945-16.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Human occipital and parietal GABA selectively influence visual perception and size,2730.6,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,100227/Z/12/Z  Geraint Rees,,  ,,
28912159,PMC5637119,10.1523/jneurosci.0265-17.2017,Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience,"0270-6474, 1529-2401",0,Oscillatory Reinstatement Enhances Declarative Memory,2696.14,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,094850/Z/10/Z  Hugo Spiers,,  ,,
