PMCID;PMID;DOI;Publisher;Journal title;ISSN;Article title;Cost (£) (inc VAT when charged);Fulltext in Europe PMC?;Early View? Yes/No;Date first published online (only where yes to early view);Accepted author manuscript?;Licence;Licence Source;Journal Type;COAF compliant?;Funder of research (1);Funder of research (2);Funder of research (3);Grant ID (1);Grant ID (2);Grant ID (3);
PMC4418747;25312756;10.1016/j.jaci.2014.08.039;Elsevier;Journal of Allergy and Clinical Immunology;0091-6749, 1097-6825;Patients with Griscelli syndrome and normal pigmentation identify RAB27A mutations that selectively disrupt MUNC13-4 binding;2060.7;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4594050;26343512;10.1017/s000711451500269x;CUP;British Journal of Nutrition;0007-1145, 1475-2662;The cross-sectional association between snacking behaviour and measures of adiposity: The Fenland Study, UK;2061.07;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4376382;25533871;10.1016/j.socscimed.2014.12.007;Elsevier;Social Science and Medicine;0277-9536, 1873-5347;Drugs, Cancer and End-of-Life Care: A Case Study of Pharmaceuticalization?;2061.89;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT082853MA;;;
PMC4239791;25138912;10.1007/s00221-014-4067-x;Springer;Experimental Brain Research;0014-4819, 1432-1106;Vestibular evoked potentials (VsEPs) of cortical origin produced by impulsive acceleration applied at the nasion;£2,062.69;1;;;0;cc-by;epmc_xml;hybrid;1;;;;;;;
PMC4331651;25450810;10.1016/j.bbamem.2014.10.018;Elsevier;Biochimica et Biophysica Acta (BBA) - Biomembranes;0006-3002;The use of SMALPs as a novel membrane protein scaffold for structure study by negative stain electron microscopy;2063.61;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;MRC;BBSRC;009752/Z/12/Z;G1000567;BB/J017310/1;
PMC4656707;25520257;10.1007/s11948-014-9617-x;Springer;Science and Engineering Ethics;1353-3452, 1471-5546;Printing Insecurity? The Security Implications of 3D-printing of Weapons;£2,064.06;1;;;0;cc-by;epmc_xml;hybrid;1;;;;;;;
PMC4424375;25515860;10.1007/s00439-014-1514-5;Springer;Human Genetics;0340-6717, 1432-1203;Heritability and genome-wide analyses of problematic peer relationships during childhood and adolescence;2064.11;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT092731/Z/10/Z;;;
PMC4600476;26156636;10.1007/s00213-015-4009-8;Springer;Psychopharmacology;0033-3158, 1432-2072;Motivational assessment of mice using the touchscreen operant testing system: effects of dopaminergic drugs;2065.73;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4174329;25179120;10.1007/s11017-014-9303-7;Springer;Theoretical Medicine and Bioethics;1386-7415, 1573-0980;What is the harm in harmful conception? On threshold harms in non-identity cases;£2,065.97;1;;;0;cc-by;epmc_xml;hybrid;1;;;;;;;
PMC4379919;25677713;10.1017/S000711451400419X;Cambridge University Press;British Journal of Nutrition;0007-1145, 1475-2662;Effects of a food-based intervention on markers of micronutrient status among Indian women of low socio-economic status;2066.33;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;074048/Z/05/Z;;;
PMC4291520;25487306;10.1007/s00439-014-1515-4;Springer;Human Genetics;0340-6717, 1432-1203;Candidate locus analysis of the TERT-CLPTM1L cancer risk region on chromosome 5p15 identifies multiple independent variants associated with endometrial cancer risk;2068.8;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4503825;25480570;10.1007/s00415-014-7598-y;Springer;Journal of Neurology;0340-5354, 1432-1459;Diagnosis, investigation and management of hereditary spastic paraplegias in the era of next generation sequencing;2068.8;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4471880;26113753;10.1111/mila.12082;Wiley;Mind & Language;0268-1064, 1468-0017;Conscious Control over Action;2070.37;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;086041/Z/08/Z;;
PMC4308023;25642100;10.1016/j.isprsjprs.2014.10.001;Elsevier;ISPRS Journal of Photogrammetry and Remote Sensing;0924-2716, 1872-8235;An effective approach for gap filling continental scale remotely sensed time-series;2070.68;1;;;0;cc-by;publisher;hybrid;1;Wellcome Trust;;;;95066;;
PMC4505773;25953118;10.1089/aid.2015.0035;Mary Ann Liebert;AIDS Research and Human Retroviruses;0889-2229, 1931-8405; Intrapatient Evolutionary Dynamics of Human Immunodeficiency Virus Type 1 in Individuals Undergoing Alternative Treatment Strategies with Reverse Transcriptase Inhibitors. ;2070.8;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT084344;;;
PMC4575379;25367317;10.1007/s00394-014-0789-6;Springer;European Journal of Nutrition;1436-6207, 1436-6215;Association of daily coffee and tea consumption and metabolic syndrome: results from the Polish arm of the HAPIEE study;2071.81;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;"064947/Z/01/Z; 081081/Z/06/Z";;;
PMC4358838;25461811;10.1016/j.ymeth.2014.11.005;Elsevier;Methods;1046-2023, 1095-9130;Methods to analyze SNARE-dependent vesicular fusion events that regulate autophagosome biogenesis;2073.86;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4200347;25185663;10.1007/s00436-014-4093-4;Springer;Parasitology Research;0932-0113, 1432-1955;Distinct temporal recruitment of plasmodium alveolins to the subpellicular network.;2076.46;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT0766848;;;
PMC4286652;26013195;10.1007/s40656-014-0034-x;Springer;History and Philosophy of the Life Sciences;0391-9714, 1742-6316;"The Cult of Amphioxus in German Darwinism; or, Our Gelatinous Ancestors in Naplesâ€™ Blue and Balmy Bay";2080.38;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4303705;25475193;10.1007/s00436-014-4226-9;Springer;Parasitology Research;0932-0113, 1432-1955;Plasmodium alveolins possess distinct, but structurally and functionally related multi-repeatedÂ domains.;2083.9;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT088449;;;
PMC4298360;25457307;10.1016/j.jaut.2014.10.002;Elsevier;Journal of Autoimmunity;0896-8411, 1095-9157;Sustained in vivo signaling by long-lived IL-2 induces prolonged increases of regulatory T cells;2084.38;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4315484;25359636;10.1007/s00259-014-2945-x;Springer;EJNMMI Research;1619-7070, 1619-7089;[89Zr]Oxinate4 for long-term in vivo cell tracking by positron emission topography;2086;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust ;Wellcome Trust ;;WT088641/Z/09/Z;WT084052/Z/07/Z;;
PMC4492592;25774851;10.1089/lrb.2014.0039;Liebert;Lymphatic Research & Biology;1539-6851, 1557-8585;Quantitative Contrast-Enhanced Magnetic Resonance Lymphangiography of the Upper Limbs in Breast Cancer Related Lymphoedema: An Exploratory Study;2089.6;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;British Heart Foundation;;C1060/A16464;FS/11/40/28739;;
PMC4595861;25686483;10.1017/S1368980015000105;CUP;Public Health Nutrition;1368-9800, 1475-2727;Fruit and vegetable consumption in the former Soviet Union: the role of individual- and community-level factors;2090.73;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4207942;25080879;10.1007/s00018-014-1695-z;Springer;Cellular and Molecular Life Sciences;1420-682X, 1420-9071;Common and unique features of viral RNA-dependent polymerases;2091.56;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;98721;;
PMC4348345;25457999;10.1016/j.jaci.2014.09.044;Elsevier;Journal of Allergy and Clinical Immunology;0091-6749, 1097-6825;Vitamin D enhances production of soluble ST2, inhibiting the action of IL-33 in culture.;2092.601355;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;098882/Z/12/Z;;;
PMC4268857;25608477;10.1186/s13059-014-0526-8;BioMed Central;GENOME BIOLOGY;1474-7596, 1474-760X;Combined image and genomic analysis of high-grade serous ovarian cancer reveals PTEN loss as a common driver event and prognostic classifier;2094;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4160575;0;10.1007/s00418-014-1263-5;Springer;Histochemistry and Cell Biology;0948-6143, 1432-119X;Antibodies for immunolabeling by light and electron microscopy: not for the faint hearted;2095.24;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT089803MA;;;
PMC4315884;25455287;10.1016/j.bjps.2014.10.011;Elsevier;Journal of Plastic, Reconstructive & Aesthetic Surgery;1748-6815, 1878-0539;Linear regression analysis of Hospital Episode Statistics predicts a large increase in demand for elective hand surgery in England;2096.86;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;97152;;
PMC4169615;25239271;10.1007/s11892-014-0549-2;Springer;Current Diabetes Reports;1534-4827, 1539-0829;Fine Mapping of Type 2 Diabetes Susceptibility Loci;£2,099.57;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT098017;;;
PMC4617372;25925702;10.1093/ndt/gfv094;Oxford University Press;Nephrology Dialysis Transplantation;0931-0509, 1460-2385;Acute kidney injury - how does automated detection perform?;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;102729/Z/13/Z;0;0;
PMC4476449;25941325;10.1093/hmg/ddv143;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Genetic Variants in Adult Bone Mineral Density and Fracture Risk Genes are Associated with the Rate of Bone Mineral Density Acquisition in Adolescence;2100;1;;;0;cc-by;epmc_xml;hybrid;1;MRC;Wellcome Trust;;MC_UU_12013/4;WT92731;;
PMC4581602;26231221;10.1093/hmg/ddv293;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Genome-wide association study identifies SNPs in the MHC class II loci that are associated with self-reported history of whooping cough;2100;1;;;0;cc-by;epmc_xml;hybrid;1;MRC;Wellcome Trust;;MC_UU_12013/1;MC_UU_12013/3;WT102215/2/13/2;
PMC4380069;25552657;10.1093/hmg/ddu739;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Prenatal exposure to maternal smoking and offspring DNA methylation across the lifecourse: findings from the Avon Longitudinal Study of Parents and Children (ALSPAC);2100;1;;;0;cc-by;epmc_xml;hybrid;1;BBSRC;Wellcome Trust;ESRC;BB/I025751/1;WT083431MF;RES-060–23-0011;
PMC4652615;25788326;10.1093/bib/bbv007;Oxford University Press;Briefings in Bioinformatics;1467-5463, 1477-4054;A comparative study of RNA-seq analysis strategies;2100;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4513889;26217069;10.1093/shm/hkv022;Oxford University Press;Social History of Medicine;0951-631X, 1477-4666;â€˜Nature Concocts & Expelsâ€™: The Agents and Processes of Recovery from Disease in Early Modern England;2100;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4512625;25994507;10.1093/hmg/ddv185;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Critical role of the SPAK protein kinase CCT domain in controlling blood pressure;2100;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4321445;25378557;10.1093/hmg/ddu552;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Fine-mapping of the HNF1B multicancer locus identifies candidate variants that mediate endometrial cancer risk;2100;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4498151;25743184;10.1093/hmg/ddv077;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Integration of disease association and eQTL data using a Bayesian colocalisation approach highlights six candidate causal genes in immune-mediated diseases;2100;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4527494;26085577;10.1093/hmg/ddv220;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Loss of AP-5 results in accumulation of aberrant endolysosomes: defining a new type of lysosomal storage disease;2100;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4406300;25669656;10.1093/hmg/ddv052;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;XIAP and cIAP1 amplifications induce Beclin 1-dependent autophagy through NF?B activation;2100;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC3976330;24334610;10.1093/hmg/ddt622;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Compromised paraspeckle formation as a pathogenic factor in FUSopathies;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;075615/Z/04/Z;;;
PMC4495292;25735772;10.1093/bioinformatics/btv133;Oxford University Press;Bioinformatics;1367-4803, 1367-4811;14-3-3-Pred: Improved methods to predict 14-3-3-binding phosphopeptides;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;100150/Z/12/Z;;
PMC4550815;26085575;10.1093/hmg/ddv227;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;AluY-mediated germline deletion, duplication and somatic stem cell reversion in UBE2T defines a new subtype of Fanconi anemia;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;097945/Z/11/Z;;
PMC4339879;25467966;10.1093/glycob/cwu131;Oxford University Press;Glycobiology;0959-6658, 1460-2423;Identification of a glycosylphosphatidylinositol anchor-modifying ?1-3 galactosyltransferase in Trypanosoma brucei;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;101842/Z/13/Z;;
PMC4657490;25412828;10.1002/hep.27606;Wiley;Hepatology;0270-9139, 1527-3350;Cre-ativity in the liver: Transgenic approaches to targeting hepatic nonparenchymal cells;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;102762/Z/13/Z, 103749/Z/14/Z;;;
PMC4321449;0;10.1093/hmg/ddu560;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Whole genome sequencing to understand the genetic architecture of common gene expression and biomarker phenotypes;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;European Union;Other;"085301/Z/08/Z; 083270/Z/07/Z; 090367/Z/09/Z; 098381";"ZO1-AG000947; Z01-AG000185";"ZO1-AG000947; Z01-AG000185";
PMC4676904;26320138;10.1093/rheumatology/kev245;Oxford University Press;Rheumatology;1462-0324, 1462-0332;Ankylosing Spondylitis Patients Display Altered Dendritic Cell and T Cell Populations That Implicate Pathogenic Roles for the IL-23 Cytokine Axis and Intestinal Inflammation;2100;1;;;0;cc-by;epmc_xml;hybrid;1;;;;;;;
PMC4513887;26217070;10.1093/shm/hkv003;Oxford University Press;Social History of Medicine;0951-631X, 1477-4666;Ignored Disease or Diagnostic Dustbin? Sudden Infant Death Syndrome in the British context;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;074301/Z/04/Z/AW/HH ;;;
PMC4357240;25697094;10.1042/BJ20141324;Portland Press;Biochemical Journal;0264-6021, 1470-8728;Comparative structural analysis of the caspase family with other clan CD cysteine peptidases.;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;085349/Z/08/Z;;;
PMC4613511;25399570;10.1042/BST20140255;Portland Press;Biochemical Society Transactions;0300-5127, 1470-8752;Protein kinase C in cellular transformation: a valid target for therapy?;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Leukaemia & Lymphoma Research;;;13012;;;
PMC4613490;25989104;10.1042/BJ20141423;Portland Press;Biochemical Journal;0264-6021, 1470-8728;Thiol-disulfide exchange between the PDI family of oxidoreductases negates the requirement for an oxidase or reductase for each enzyme;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;88053;;;
PMC4406292;25652398;10.1093/hmg/ddv035;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Fine-mapping identifies two additional breast cancer susceptibility loci at 9q31.2;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;;;C1287/A10118 ;;;
PMC4572072;26025378;10.1093/hmg/ddv203;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Multiple novel prostate cancer susceptibility signals identified by fine-mapping of known risk loci among Europeans;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;;;0;;;
PMC4527483;25972378;10.1093/hmg/ddv182;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Mutations in the PP2A regulatory subunit B family genes PPP2R5B, PPP2R5C and PPP2R5D cause human overgrowth;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Cancer Research UK;Wellcome Trust;;C309/A11566 ;100210/Z/12/58READIE ;;
PMC4321446;25355422;10.1093/hmg/ddu553;;Human molecular genetics;0964-6906, 1460-2083;Selective disruption of Tcf7l2 in the pancreatic ? cell impairs secretory function and lowers ? cell mass.;£2,100.00;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;098424/Z/12/Z;;;
PMC4476843;25433040;10.1093/rheumatology/keu442;Oxford University Press;Rheumatology;1462-0324, 1462-0332;Second-line agents in myositis: 1-year factorial trial of additional immunosuppression in patients who have partially responded to steroids;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Arthritis Research UK;;;Second Line Agents in Myositis SELAM Trial Reference 13124;;;
PMC4654255;25906673;10.1111/ajt.13299;Wiley ;American Journal of Transplantation;1600-6135, 1600-6143;Non-invasive imaging of activated complement in ischemia reperfusion injury post cardiac transplant.;2100;1;;;0;cc-by;epmc_xml;hybrid;1;British Heart Foundation;;;PG/11/111/29271;;;
PMC4623855;26516298;10.1093/shm/hkv044;Oxford University Press;Journal Social History of medicine;0951-631X, 1477-4666;A virtue beyond all medicineâ€™: The hanged manâ€™s hand, gallows tradition and healing in eighteenth- and nineteenth-century England;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;project title: Harnessing the Power of the Criminal Corpse. funder's code 095904/z/11/z;0;0;
PMC4418379;25683166;10.1111/all.12593;Wiley;Allergy;0105-4538, 1398-9995;IL-33 drives airway hyper-responsiveness through IL-13 mediated mast cell:airway smooth muscle crosstalk;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;Wellcome Trust (082265): Role of mast cells and airway smooth muscle interactions in asthma. (RM63G0138);0;0;
PMC4515147;25891479;10.1002/hep.27857;Wiley;Hepatology;0270-9139, 1527-3350;Circulating kidney injury molecule-1 predicts prognosis and poor outcome in patients with acetaminophen-induced liver injury;£2,100.00;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;097826/Z/11/Z;;;
PMC4571488;25972390;10.1093/rheumatology/kev105;Oxford University Press;Rheumatology;1462-0324, 1462-0332;The Influence of behavioural and psychological factors on medication adherence over time in rheumatoid arthritis patients: A study in the biologics era;£2,100.00;1;;;0;cc-by;epmc_xml;hybrid;1;;;;;;;
PMC4603277;0;10.1093/rheumatology/kev227;Oxford University Press;Rheumatology;1462-0324, 1462-0332;A Systematic Review of Non-Pharmacological Interventions for Primary SjÃ¶gren's Syndrome;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Arthritis Research;0;0;MP/20169;0;0;
PMC4459386;0;10.1093/hmg/ddv091;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Rare genetic variants of the CFI gene are associated with advanced age-related macular degeneration and commonly result on reduced serum factor I levels;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;095884/Z/11/Z;0;0;
PMC4473768;0;10.1093/rheumatology/keu523;Oxford University Press;Rheumatology;1462-0324, 1462-0332;Young people's decisions about biologic therapies: who influences them and how?;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Arthritis Research;0;0;19625;0;0;
PMC4291253;25274775;10.1093/hmg/ddu500;Oxford University Press;Human Molecular Genetics;0964-6906, 1460-2083;Expression of a pathogenic mutation of SOD1 sensitises aprataxin deficient cells and mice to oxidative stress and triggers hallmarks of premature ageing;2100;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;91043;;;
