institution,period,PMID,PMCID,DOI,Publisher,Journal title,ISSN,is_hybrid,euro
Wellcome Trust,2017,28170438,PMC5315410,10.1371/journal.ppat.1006203,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2454.86
Wellcome Trust,2017,27923067,PMC5140051,10.1371/journal.pgen.1006458,Public Library of Science (PLoS),PLoS genetics,"1553-7390, 1553-7404",FALSE,2454.45
Wellcome Trust,2017,28406896,PMC5407847,10.1371/journal.pcbi.1005496,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2403.73
Wellcome Trust,2017,28369057,PMC5400261,10.1371/journal.pcbi.1005468,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2398.38
Wellcome Trust,2017,28732006,PMC5540619,10.1371/journal.pntd.0005767,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2390.99
Wellcome Trust,2017,28467408,PMC5435348,10.1371/journal.pcbi.1005529,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2390.83
Wellcome Trust,2017,28459806,PMC5432194,10.1371/journal.pgen.1006755,Public Library of Science (PLoS),PLoS genetics,"1553-7390, 1553-7404",FALSE,2388.01
Wellcome Trust,2017,28854187,PMC5595346,10.1371/journal.pntd.0005883,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2386.72
Wellcome Trust,2017,28715501,PMC5536347,10.1371/journal.pcbi.1005652,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2381.01
Wellcome Trust,2017,28570638,PMC5453623,10.1371/journal.ppat.1006383,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2374.45
Wellcome Trust,2017,28806784,PMC5570508,10.1371/journal.ppat.1006552,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2370.55
Wellcome Trust,2017,27941966,PMC5152828,10.1371/journal.pntd.0005140,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2363.29
Wellcome Trust,2017,28027318,PMC5189940,10.1371/journal.ppat.1006094,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2363.22
Wellcome Trust,2017,27603015,PMC5014345,10.1371/journal.pntd.0004863,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2352.98
Wellcome Trust,2017,27643498,PMC5028020,10.1371/journal.pntd.0004906,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2338.33
Wellcome Trust,2017,27525822,PMC4985157,10.1371/journal.ppat.1005826,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2315.48
Wellcome Trust,2017,27093560,PMC4836798,10.1371/journal.pmed.1001997,Public Library of Science (PLoS),PLoS medicine,"1549-1277, 1549-1676",FALSE,2297.64
Wellcome Trust,2017,28103239,PMC5289640,10.1371/journal.pcbi.1005313,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2193.46
Wellcome Trust,2017,28114403,PMC5289646,10.1371/journal.ppat.1006158,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2189.34
Wellcome Trust,2017,28114397,PMC5256885,10.1371/journal.ppat.1006063,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2182.4
Wellcome Trust,2017,28114328,PMC5289618,10.1371/journal.pntd.0005302,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2182.04
Wellcome Trust,2017,28151952,PMC5289422,10.1371/journal.pgen.1006539,Public Library of Science (PLoS),PLoS genetics,"1553-7390, 1553-7404",FALSE,2154.8
Wellcome Trust,2017,27973566,PMC5156370,10.1371/journal.pcbi.1005190,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2109.15
Wellcome Trust,2017,27835647,PMC5105998,10.1371/journal.pcbi.1005113,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2101.31
Wellcome Trust,2017,27812217,PMC5094698,10.1371/journal.ppat.1005971,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2093.66
Wellcome Trust,2017,28135273,PMC5279729,10.1371/journal.pntd.0005263,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2088.31
Wellcome Trust,2017,28771469,PMC5557602,10.1371/journal.pntd.0005808,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2079.85
Wellcome Trust,2017,28158307,PMC5315406,10.1371/journal.pcbi.1005351,Public Library of Science (PLoS),PLoS computational biology,"1553-734X, 1553-7358",FALSE,2062.39
Wellcome Trust,2017,28498846,PMC5446194,10.1371/journal.pgen.1006793,Public Library of Science (PLoS),PLoS genetics,"1553-7390, 1553-7404",FALSE,2042.76
Wellcome Trust,2017,28355211,PMC5389853,10.1371/journal.pgen.1006699,Public Library of Science (PLoS),PLoS genetics,"1553-7390, 1553-7404",FALSE,2015.87
Wellcome Trust,2017,28362802,PMC5391970,10.1371/journal.pgen.1006680,Public Library of Science (PLoS),PLoS genetics,"1553-7390, 1553-7404",FALSE,2015.87
Wellcome Trust,2017,28334017,PMC5380359,10.1371/journal.ppat.1006279,Public Library of Science (PLoS),PLoS pathogens,"1553-7366, 1553-7374",FALSE,2015.87
Wellcome Trust,2017,27606593,PMC5015970,10.1371/journal.pntd.0004977,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2006.87
Wellcome Trust,2017,28609481,PMC5507466,10.1371/journal.pntd.0005626,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,2006.81
Wellcome Trust,2017,28002454,PMC5217973,10.1371/journal.pntd.0005242,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,1999.33
Wellcome Trust,2017,28859081,PMC5597251,10.1371/journal.pntd.0005880,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,1993.1
Wellcome Trust,2017,28759580,PMC5552343,10.1371/journal.pntd.0005820,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,1979.12
Wellcome Trust,2017,28821016,PMC5576758,10.1371/journal.pntd.0005854,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,1897.44
Wellcome Trust,2017,28968470,PMC5638603,10.1371/journal.pntd.0005982,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,1896.75
Wellcome Trust,2017,28622334,PMC5498063,10.1371/journal.pntd.0005649,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,1896.54
Wellcome Trust,2017,28498840,PMC5443534,10.1371/journal.pntd.0005527,Public Library of Science (PLoS),PLoS neglected tropical diseases,"1935-2727, 1935-2735",FALSE,1718.65
Wellcome Trust,2017,27463681,PMC4963032,10.1371/journal.pone.0160174,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1706.17
Wellcome Trust,2017,28403155,PMC5389797,10.1371/journal.pone.0173054,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1704.41
Wellcome Trust,2017,28362812,PMC5375150,10.1371/journal.pone.0174833,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1686.64
Wellcome Trust,2017,28141863,PMC5283724,10.1371/journal.pone.0171242,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1682.89
Wellcome Trust,2017,27812215,PMC5094784,10.1371/journal.pone.0166278,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1677.78
Wellcome Trust,2017,27560829,PMC4999285 ,10.1371/journal.pone.0161885,Public Library of Science (PLoS),PLoS One,,FALSE,1675.86
Wellcome Trust,2017,27764177,PMC5072607,10.1371/journal.pone.0164994,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1675.86
Wellcome Trust,2017,27812156,PMC5094759,10.1371/journal.pone.0165797,Public Library of Science (PLoS),PLoS ONE,1932-6203,FALSE,1675.59
Wellcome Trust,2017,28118366,PMC5261620,10.1371/journal.pone.0167436,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1667.8
Wellcome Trust,2017,27942036,PMC5152854,10.1371/journal.pone.0167826,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1658.36
Wellcome Trust,2017,28006827,PMC5179261,10.1371/journal.pone.0168294,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1657.9
Wellcome Trust,2017,28278223,PMC5344419,10.1371/journal.pone.0173543,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1657.67
Wellcome Trust,2017,27788240,PMC5082854,10.1371/journal.pone.0165606,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1656.73
Wellcome Trust,2017,28403164,PMC5389661,10.1371/journal.pone.0175381,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1654.9
Wellcome Trust,2017,27764135,PMC5072610,10.1371/journal.pone.0164667,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1646.86
Wellcome Trust,2017,28076387,PMC5226790,10.1371/journal.pone.0169938,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1646.72
Wellcome Trust,2017,28263996,PMC5338773,10.1371/journal.pone.0172814,Public Library of Science (PLoS),PLoS ONE,1932-6203,FALSE,1646.59
Wellcome Trust,2017,28249017,PMC5332071,10.1371/journal.pone.0172564,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1646.14
Wellcome Trust,2017,28282436,PMC5345799,10.1371/journal.pone.0172725,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1646.14
Wellcome Trust,2017,28253350,PMC5333849,10.1371/journal.pone.0172947,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1645.94
Wellcome Trust,2017,27509208,PMC4980032,10.1371/journal.pone.0160685,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1645.14
Wellcome Trust,2017,27880800,PMC5120828,10.1371/journal.pone.0167018,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1645.14
Wellcome Trust,2017,27930656,PMC5145160,10.1371/journal.pone.0166779,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1643.81
Wellcome Trust,2017,27907091,PMC5131916,10.1371/journal.pone.0167300,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1637.26
Wellcome Trust,2017,27902751,PMC5130278,10.1371/journal.pone.0167360,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1637.26
Wellcome Trust,2017,28672007,PMC5495520,10.1371/journal.pone.0180562,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28045996,PMC5207692,10.1371/journal.pone.0169271,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28379992,PMC5381782,10.1371/journal.pone.0174447,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28333973,PMC5363851,10.1371/journal.pone.0174129,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28662035,PMC5491022,10.1371/journal.pone.0179572,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28683077,PMC5500342,10.1371/journal.pone.0180467,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28863176,PMC5581181,10.1371/journal.pone.0184104,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28841674,PMC5572048,10.1371/journal.pone.0183385,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,27936179,PMC5148032,10.1371/journal.pone.0167861,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28060948,PMC5218508,10.1371/journal.pone.0169173,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28099489,PMC5242495,10.1371/journal.pone.0170264,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28107458,PMC5249189,10.1371/journal.pone.0169865,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1636.85
Wellcome Trust,2017,28350867,PMC5369757,10.1371/journal.pone.0174089,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1635.6
Wellcome Trust,2017,28253365,PMC5333918,10.1371/journal.pone.0173324,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1630.2
Wellcome Trust,2017,28081254,PMC5231326,10.1371/journal.pone.0169887,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1625.27
Wellcome Trust,2017,28591160,PMC5462410,10.1371/journal.pone.0178994,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1616.03
Wellcome Trust,2017,28562613,PMC5451002,10.1371/journal.pone.0177767,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1605.12
Wellcome Trust,2017,28355286,PMC5371330,10.1371/journal.pone.0174558,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1601.92
Wellcome Trust,2017,28475620,PMC5419606,10.1371/journal.pone.0177291,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1600.99
Wellcome Trust,2017,28493898,PMC5426624,10.1371/journal.pone.0176943,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1600.13
Wellcome Trust,2017,28542540,PMC5443570,10.1371/journal.pone.0178211,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1599.61
Wellcome Trust,2017,27764173,PMC5072745,10.1371/journal.pone.0164885,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1591.07
Wellcome Trust,2017,28448627,PMC5407768,10.1371/journal.pone.0176642,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1589.04
Wellcome Trust,2017,28542371,PMC5439955,10.1371/journal.pone.0178169,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1589.04
Wellcome Trust,2017,28388629,PMC5384676,10.1371/journal.pone.0174264,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1589.02
Wellcome Trust,2017,28472123,PMC5417566,10.1371/journal.pone.0177117,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1588.93
Wellcome Trust,2017,28520730,PMC5435159,10.1371/journal.pone.0176528,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1588.58
Wellcome Trust,2017,28453537,PMC5409175,10.1371/journal.pone.0176693,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1586.7
Wellcome Trust,2017,27855194,PMC5113946,10.1371/journal.pone.0166375,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1582.3
Wellcome Trust,2017,28746385,PMC5528883,10.1371/journal.pone.0181668,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1582.04
Wellcome Trust,2017,28493996,PMC5426746,10.1371/journal.pone.0177404,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1581.67
Wellcome Trust,2017,27701421,PMC5050014,10.1371/journal.pone.0163490,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1575.1
Wellcome Trust,2017,27977724,PMC5157985,10.1371/journal.pone.0167453,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1570.26
Wellcome Trust,2017,27649495,PMC5029810,10.1371/journal.pone.0162731,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1570.26
Wellcome Trust,2017,28033418,PMC5199079,10.1371/journal.pone.0168999,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1570.26
Wellcome Trust,2017,27701431,PMC5049752,10.1371/journal.pone.0163764,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1564.15
Wellcome Trust,2017,28628639,PMC5476263,10.1371/journal.pone.0179278,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1561.18
Wellcome Trust,2017,28806770,PMC5555628,10.1371/journal.pone.0182994,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1556.65
Wellcome Trust,2017,28813461,PMC5559064,10.1371/journal.pone.0182307,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1556.65
Wellcome Trust,2017,29069098,PMC5656327,10.1371/journal.pone.0185980,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1526.11
Wellcome Trust,2017,28886041,PMC5590737,10.1371/journal.pone.0182952,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1526.11
Wellcome Trust,2017,28060826,PMC5217858,10.1371/journal.pone.0167114,Public Library of Science (PLoS),PLoS ONE,1932-6203,FALSE,1479.67
Wellcome Trust,2017,28542366,PMC5436851,10.1371/journal.pone.0177922,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1478.09
Wellcome Trust,2017,27529341,PMC4986940,10.1371/journal.pone.0160808,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1465.35
Wellcome Trust,2017,27097319,PMC4838236,10.1371/journal.pone.0154070,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1465.34
Wellcome Trust,2017,27723825,PMC5056689,10.1371/journal.pone.0163261,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1446.5
Wellcome Trust,2017,27716777,PMC5055343,10.1371/journal.pone.0163006,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1418.25
Wellcome Trust,2017,27907205,PMC5132292,10.1371/journal.pone.0167656,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1417.64
Wellcome Trust,2017,28207802,,10.1371/journal.pone.0170588,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1415.35
Wellcome Trust,2017,27792765,PMC5085028,10.1371/journal.pone.0165734,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1413.99
Wellcome Trust,2017,27685706,PMC5042473,10.1371/journal.pone.0163777,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1401.4
Wellcome Trust,2017,27824910,PMC5100939,10.1371/journal.pone.0165655,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1401.4
Wellcome Trust,2017,27870874,PMC5117706,10.1371/journal.pone.0166699,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1401.05
Wellcome Trust,2017,27706240,PMC5051714,10.1371/journal.pone.0164174,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1396.21
Wellcome Trust,2017,27806062,PMC5091850,10.1371/journal.pone.0164920,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1396.21
Wellcome Trust,2017,28212417,PMC5315338,10.1371/journal.pone.0171698,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1387.5
Wellcome Trust,2017,28793316,PMC5549973,10.1371/journal.pone.0181144,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1381.94
Wellcome Trust,2017,28235057,PMC5325298,10.1371/journal.pone.0172588,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1378.36
Wellcome Trust,2017,28002442,PMC5176305,10.1371/journal.pone.0167971,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1362.83
Wellcome Trust,2017,,PMC5300212,10.1371/journal.pone.0171748,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1359.91
Wellcome Trust,2017,28505177,PMC5432109,10.1371/journal.pone.0177727,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1357.3
Wellcome Trust,2017,27727330,PMC5058497,10.1371/journal.pone.0164653,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1346.99
Wellcome Trust,2017,27824929,PMC5100903,10.1371/journal.pone.0166268,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1346.99
Wellcome Trust,2017,26821228,PMC4731078,10.1371/journal.pone.0148023,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1346.05
Wellcome Trust,2017,28700676,PMC5507310,10.1371/journal.pone.0180923,Public Library of Science (PLoS),PloS one,1932-6203,FALSE,1333.42
