"PMCID";"PMID";"DOI";"Publisher";"Journal title";"ISSN";"Article title";"Cost (£ incl VAT when charged)";"Fulltext in EPMC";"Ahead of Print?";"Author Manuscript?";"Licence in Europe PMC";"Licence on Publisher website";"Journal Type";"COAF compliant?";"Funder of research (1)";"Funder of research (2)";"Funder of research (3)";"Grant ID (1)";"Grant ID (2)";"Grant ID (3)";;
"PMC4909161";27118470;"10.1093/cvr/cvw089";"Oxford University Press (OUP)";"Cardiovascular research";"0008-6363, 1755-3245";"Anti-platelet drugs attenuate the expansion of circulating CD14highCD16+ monocytes under pro-inflammatory conditions.";£2,400.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation";;;"FS/13/45/30345";1717;;;
"PMC5079273";27389411;"http://dx.doi.org/10.1093/cvr/cvw177";"Oxford University Press (OUP)";"Cardiovascular research";"0008-6363, 1755-3245";"MICRORNA-153 TARGETING OF KCNQ4 CONTRIBUTES TO VASCULAR DYSFUNCTION IN HYPERTENSION";2580;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"MRC";"British Heart Foundation";;"PG/12/63/29824";"MR/K019074/1";;;
"PMC5157137";27702763;"10.1093/cvr/cvw216";"Oxford University Press (OUP)";"Cardiovascular research";"0008-6363, 1755-3245";"Glucagon-Like Peptide-1 (GLP-1) Mediates Cardioprotection by Remote Ischaemic Conditioning";£2,941.20;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC4737615";26656998;"10.1093/cercor/bhv306";"Oxford University Press (OUP)";"Cerebral cortex (New York, N.Y. : 1991)";"1047-3211, 1460-2199";"Evidence for caregiving instinct: rapid differentiation of infant from adult vocalisations using magnetoencephalography";£2,125.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;90139;"unknown";615539;;
"PMC4785959";26865653;"10.1093/cercor/bhw011";"Oxford University Press (OUP)";"Cerebral cortex (New York, N.Y. : 1991)";"1047-3211, 1460-2199";"Behavioural and Neural Markers of Flexible Attention over Working Memory in Ageing";£2,125.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;"104571/Z/14/Z";;;;
"PMC4712805";26564255;"10.1093/cercor/bhv247";"Oxford University Press (OUP)";"Cerebral cortex (New York, N.Y. : 1991)";"1047-3211, 1460-2199";"Individual differences in premotor brain systems underlie behavioural apathy";£2,125.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;98282;104765;"unknown";;
"PMC4898677";27130662;"10.1093/cercor/bhw067";"Oxford University Press (OUP)";"Cerebral cortex (New York, N.Y. : 1991)";"1047-3211, 1460-2199";"Role of the Perigenual Anterior Cingulate and Orbitofrontal Cortex in Contingency Learning in the Marmoset.";2550;1;"not applicable";0;"cc-by";"not applicable";"hybrid";1;"mrc, wellcome-trust,";0;0;93875;"G1000183B";"G1000183";;
"PMC4869815";27048427;"10.1093/cercor/bhw030";"Oxford University Press (OUP)";"Cerebral cortex (New York, N.Y. : 1991)";"1047-3211, 1460-2199";"Subgenual Cingulum Microstructure Supports Control of Emotional Conflict";2550;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";0;0;;;;;
"PMC4635921";26271113;"10.1093/cercor/bhv173";"Oxford University Press (OUP)";"Cerebral cortex (New York, N.Y. : 1991)";"1047-3211, 1460-2199";"From Phineas Gage and Monsieur Leborgne to H.M.: Revisiting Disconnection Syndromes.";£2,550.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;103759;"103759/Z/14/Z";;;
"PMC5004755";27325682;"10.1093/cercor/bhw173";"Oxford University Press (OUP)";"Cerebral cortex (New York, N.Y. : 1991)";"1047-3211, 1460-2199";"Neural correlates of auditory figure-ground segregation based on temporal coherence";£2,907.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;91593;;;;
"PMC4657589";26602296;"10.1093/cid/civ844";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"The Sanitation Hygiene Infant Nutrition Efficacy (SHINE) Trial: Rationale, Design, and Methods.";1094;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;100714;"093768/Z/10/Z";"R01 HD060338";;
"PMC4657590";26602297;"10.1093/cid/civ845";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Design of an Intervention to Minimize Ingestion of Fecal Microbes by Young Children in Rural Zimbabwe.";1094;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;"093768/Z/10/Z";"R01 HD060338";"2R01HD060338-06";;
"PMC4657591";26602298;"10.1093/cid/civ846";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"The SHINE Trial Infant Feeding Intervention: Pilot Study of Effects on Maternal Learning and Infant Diet Quality in Rural Zimbabwe.";1094;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;"093768/Z/10/Z";"R01 HD060338";"2R01HD060338-06";;
"PMC4657592";26602299;"10.1093/cid/civ847";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Using Geographic Information Systems and Spatial Analysis Methods to Assess Household Water Access and Sanitation Coverage in the SHINE Trial.";1094;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;"093768/Z/10/Z";"R01 HD060338";"2R01HD060338-06";;
"PMC4657593";26602300;"10.1093/cid/civ848";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Assessment of Environmental Enteric Dysfunction in the SHINE Trial: Methods and Challenges.";1094;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;100714;"093768/Z/10/Z";"R01 HD060338";;
"PMC4657594";26602301;"10.1093/cid/civ849";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"The Potential Role of Mycotoxins as a Contributor to Stunting in the SHINE Trial.";1094;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;100714;"093768/Z/10/Z";"R21 ES023980";;
"PMC4657595";26602302;"10.1093/cid/civ850";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Assessing the Intestinal Microbiota in the SHINE Trial.";1094;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;100714;"093768/Z/10/Z";"R01 HD060338";;
"PMC4657596";26602303;"10.1093/cid/civ851";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Assessing Maternal Capabilities in the SHINE Trial: Highlighting a Hidden Link in the Causal Pathway to Child Health.";1094;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;"093768/Z/10/Z";"R01 HD060338";"2R01HD060338-06";;
"PMC4657588";26602304;"10.1093/cid/civ716";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Theory-Driven Process Evaluation of the SHINE Trial Using a Program Impact Pathway Approach.";1094;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;"093768/Z/10/Z";"R01 HD060338";"2R01HD060338-06";;
"PMC4826456";26908813;"10.1093/cid/ciw075";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Can HCV direct-acting antiviral treatment as prevention reverse the HCV epidemic amongst men who have sex with men in the UK - epidemiological and modelling insights";2625.6;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust (WELLCOME)";;;"WT 102789";"G0701627";"MR/M004236/1";;
"PMC4981758";27217216;"10.1093/cid/ciw348";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Meta-analysis of the performance of a combined treponemal abd non-treponemal rapid diagnostic test for syphilis and yaws.";2625.6;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;102807;;;;
"PMC4885646";26951573;"10.1093/cid/ciw125";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Incidence of opportunistic infections and the impact of antiretroviral therapy among HIV-infected adults in lowand middle incle countries: a systematic review and meta-analysis.";2625.6;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;1;;;;
"PMC4741358";26565007;"10.1093/cid/civ936";"Oxford University Press (OUP)";"Clinical infectious diseases : an official publication of the Infectious Diseases Society of America";"1058-4838, 1537-6591";"Cryptococcal Antigen Screening in Patients Initiating ART In South Africa: A Prospective Cohort Study";2625.6;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;100714;84323;98316;;
"PMC5006958";26622055;"10.1093/europace/euv320";"Oxford University Press (OUP)";"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology";"1099-5129, 1532-2092";"Human-based approaches to pharmacology and cardiology: an interdisciplinary and intersectorial workshop";£2,352.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"Wellcome Trust";"British Heart Foundation";100246;1231303;984966;;
"unknown";27702855;"10.1093/europace/euw190";"Oxford University Press (OUP)";"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology";"1099-5129, 1532-2092";"Simultaneous Display of Multiple 3-Dimensional Electrophysiological Datasets (Dot Mapping)";£2,580.00;0;1;"not applicable";"unknown";"unknown";"hybrid";0;"British Heart Foundation";;;;;;;
"PMC5201143";26392437;"10.1093/eurheartj/ehv442";"Oxford University Press (OUP)";"European heart journal";"0195-668X, 1522-9645";"Cardiac energetics, oxygenation and perfusion during increased workload in patients with type 2 diabetes mellitus";£2,000.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;98436;"NF-SI-0512-10005";"G0900883";;
"PMC4816759";26038588;"10.1093/eurheartj/ehv206";"Oxford University Press (OUP)";"European heart journal";"0195-668X, 1522-9645";"Fractional flow reserve-guided management in stable coronary disease and acute myocardial infarction: recent developments";2400;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation (BHF)";;;"FS/14/15/30661";"PG/14/97/31263";"PG/11/55/28999";;
"PMC4769322";25802390;"10.1093/eurheartj/ehv072";"Oxford University Press (OUP)";"European heart journal";"0195-668X, 1522-9645";"The effect of statin therapy on heart failure events: a collaborative meta-analysis of unpublished data from major randomized trials";2400;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation (BHF)";;;"PG/13/17/30050";"NF-SI-0513-10059";;;
"unknown";27147609;"10.1093/eurheartj/ehw140";"Oxford University Press (OUP)";"European heart journal";"0195-668X, 1522-9645";"Taxonomy of segmental myocardial systolic dysfunction";2000;0;1;"not applicable";"unknown";"unknown";"hybrid";0;"British Heart Foundation";0;0;;;;;
"unknown";26994153;"10.1093/eurheartj/ehw071";"Oxford University Press (OUP)";"European heart journal";"0195-668X, 1522-9645";"Aortic valve calcification: A bone of contention";£2,400.00;0;1;"not applicable";"unknown";"unknown";"hybrid";0;"Wellcome Trust";;;;;;;
"PMC5155575";26705485;"10.1093/ehjci/jev326";"Oxford University Press (OUP)";"European heart journal cardiovascular Imaging";"2047-2404, 2047-2412";"Perfusion Dyssynchrony Analysis";£1,200.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"EPSRC";;;;;;
"PMC5031229";27390096;"10.1093/ehjci/jew127";"Oxford University Press (OUP)";"European heart journal cardiovascular Imaging";"2047-2404, 2047-2412";"The vanishing atrial mass.";2400;1;"not applicable";0;"cc-by";"not applicable";"hybrid";1;"british-heart-foundation, nihr, wellcome-trust,";0;0;;;;;
"unknown";27550660;"10.1093/ehjci/jew155";"Oxford University Press (OUP)";"European heart journal cardiovascular Imaging";"2047-2404, 2047-2412";"Prevalence of unrecognised myocardial infarction in a low-intermediate risk asymptomatic cohort and its relation to systemic atherosclerosis";2580;0;1;"not applicable";"unknown";"unknown";"hybrid";0;"Wellcome Trust";;;;;;;
"PMC4907356";27418972;"10.1093/ehjcvp/pvw001";"Oxford University Press (OUP)";"European heart journal. Cardiovascular pharmacotherapy";"2055-6837, 2055-6845";"Targeting T cells to treat atherosclerosis: Odyssey from bench to bedside";2076;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation";"British Heart Foundation";"British Heart Foundation";"PG/10/50/28434";"PG/14/18/30724";"PG/13/24/30115";;
"PMC4816202";27042338;"10.1093/ehjqcco/qcw003";"Oxford University Press (OUP)";"European heart journal. Quality of care & clinical outcomes";"2058-5225, 2058-1742";"Long term health care use and costs in patients with stable coronary artery disease: a population based cohort using linked health records (CALIBER)";£2,076.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";"MRC";;93830;"RP-PG-0407-10314";"MR/K006584/1";;
"PMC5226070";27422887;"10.1093/ejcts/ezw245";"Oxford University Press (OUP)";"European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery";"1010-7940, 1873-734X";"Elevated serum microRNA 483-5p levels may predict patients at risk of post-operative atrial fibrillation";£2,100.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;;;;;;;;
"PMC5226069";27422888;"10.1093/ejcts/ezw227";"Oxford University Press (OUP)";"European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery";"1010-7940, 1873-734X";"Right ventricular morphology and function following stage I palliation with a modified Blalock-Taussig shunt versus a right ventricle-to-pulmonary artery conduit";£2,100.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC4668327";26037954;"10.1093/eurpub/ckv093";"Oxford University Press (OUP)";"European journal of public health";"1101-1262, 1464-360X";"Intergenerational transmission of parenting findings from a UK longitudinal study";£1,500.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;78434;"unknown";;;
"PMC4884331";27009038;"10.1093/eurpub/ckw026";"Oxford University Press (OUP)";"European journal of public health";"1101-1262, 1464-360X";"Austerity and abortion in the European Union";£1,500.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC5054274";27221606;"10.1093/eurpub/ckw071";"Oxford University Press (OUP)";"European journal of public health";"1101-1262, 1464-360X";"The impact of the housing crisis on self-reported health in Europe: multilevel longitudinal modelling of 27 EU countries";£1,500.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;;;;;
"PMC5172487";27175002;"10.1093/eurpub/ckw067";"Oxford University Press (OUP)";"European journal of public health";"1101-1262, 1464-360X";"Correlates of home and neighbourhood-based physical activity in UK 3-4-year-old children.";1800;1;"not applicable";0;"cc-by";"not applicable";"hybrid";1;"british-heart-foundation, cancer-research-uk, esrc, mrc, nihr, wellcome-trust, The above are all part of the CEDAR grant";0;0;;;;;
"PMC4946410";26637342;"10.1093/eurpub/ckv216";"Oxford University Press (OUP)";"European journal of public health";"1101-1262, 1464-360X";"Comparison of food and nutrient intakes between cohorts of the HAPIEE and Whitehall II studies";£2,052.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"British Heart Foundation/Wellcome Trust";"MRC";;"RG/13/2/30098";"MR/K013351/1";;;
"PMC4750292";26877572;"10.1093/esr/jcv084";"Oxford University Press (OUP)";"European sociological review";"0266-7215";"Suicidality, economic shocks, and egalitarian gender norms";£2,100.00;1;"not applicable";"unknown";"cc-by";"not applicable";"hybrid";1;"Wellcome Trust";;;100709;313590;;;
"PMC4834974";27016341;"10.1093/emph/eow012";"Oxford University Press (OUP)";"Evolution, medicine, and public health";"2050-6201";"Beyond killing: can we find new ways of managing infection?";£1,500.00;1;"not applicable";"unknown";"cc-by";"not applicable";"oa";1;"Wellcome Trust";;;294709;;;;
