"Publisher","Journal title","Currency","APC","Date Payment Completed","institution","period","euro","doi","is_hybrid"
"Nature Publishing Group","NPJ Vaccines","USD","3300","2018-07-16T03:41:00.000+02:00","Bill & Melinda Gates Foundation","2018","2815.7","10.1038/s41541-018-0073-5",""
"Nature Publishing Group","Pediatric Research","USD","3200","2017-07-11T02:04:31.000+02:00","Bill & Melinda Gates Foundation","2017","2805.79","10.1038/pr.2017.52",""
"Nature Publishing Group","Pediatric Research","USD","3200","2017-06-20T00:36:17.793+02:00","Bill & Melinda Gates Foundation","2017","2868.41","10.1038/pr.2016.197",""
"Nature Publishing Group","Pediatric Research","USD","3200","2018-11-28T02:18:00.000+01:00","Bill & Melinda Gates Foundation","2018","2835.87","10.1038/s41390-018-0023-y",""
"Nature Publishing Group","Scientific Data","USD","1690","2019-04-25T03:20:00.000+02:00","Bill & Melinda Gates Foundation","2019","1519.37","10.1038/s41597-019-0079-5",""
"Nature Publishing Group","Scientific Data","USD","1350.01001","2017-03-17T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1257.34","10.1038/sdata.2017.38",""
"Nature Publishing Group","Scientific Data","USD","1350","2017-07-11T02:08:19.110+02:00","Bill & Melinda Gates Foundation","2017","1183.69","10.1038/sdata.2017.89",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-06-20T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1501.43","10.1038/s41598-017-05867-z",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-05-30T22:52:51.080+02:00","Bill & Melinda Gates Foundation","2017","1499.15","10.1038/s41598-017-04361-w",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-05-30T22:49:49.297+02:00","Bill & Melinda Gates Foundation","2017","1499.15","10.1038/srep45244",""
"Nature Publishing Group","Scientific Reports","USD","1495","2017-01-18T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1401.91","10.1038/srep38836",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-05-02T19:54:34.487+02:00","Bill & Melinda Gates Foundation","2017","1534.59","10.1038/s41598-017-02667-3",""
"Nature Publishing Group","Scientific Reports","USD","1494.98999","2017-07-20T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1301.69","10.1038/srep31885",""
"Nature Publishing Group","Scientific Reports","USD","1495","2017-01-04T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1432.4","10.1038/srep36164",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-05-02T19:43:16.940+02:00","Bill & Melinda Gates Foundation","2017","1534.59","10.1038/s41598-017-02291-1",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-05-10T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1539.24","10.1038/s41598-017-00493-1",""
"Nature Publishing Group","Scientific Reports","USD","1495","2017-01-26T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1397.2","10.1038/srep35742",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-09-04T21:07:15.683+02:00","Bill & Melinda Gates Foundation","2017","1406.97","10.1038/s41598-017-10880-3",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-08-26T18:57:00.000+02:00","Bill & Melinda Gates Foundation","2017","1404.61","10.1038/s41598-017-10045-2",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-08-26T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","1404.61","10.1038/s41598-017-08532-7",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-11-23T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1413.74","10.1038/s41598-017-12778-6",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-08-28T11:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","1502.99","10.1038/s41598-018-27648-y",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-09-11T02:05:00.000+02:00","Bill & Melinda Gates Foundation","2018","1520.65","10.1038/s41598-018-30027-2",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-09-11T01:59:00.000+02:00","Bill & Melinda Gates Foundation","2018","1520.65","10.1038/s41598-018-31149-3",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-08-21T02:21:00.000+02:00","Bill & Melinda Gates Foundation","2018","1530.17","10.1038/s41598-018-30212-3",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-09-11T02:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","1520.65","10.1038/s41598-018-31951-z",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-06-28T02:26:00.000+02:00","Bill & Melinda Gates Foundation","2018","1519.47","10.1038/s41598-018-27537-4",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-07-16T01:27:00.000+02:00","Bill & Melinda Gates Foundation","2018","1501.71","10.1038/s41598-018-28560-1",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-07-16T01:26:00.000+02:00","Bill & Melinda Gates Foundation","2018","1501.71","10.1038/s41598-018-28572-x",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-07-16T13:28:00.000+02:00","Bill & Melinda Gates Foundation","2018","1501.71","10.1038/s41598-018-29305-w",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-05-29T03:35:00.000+02:00","Bill & Melinda Gates Foundation","2018","1522.75","10.1038/s41598-018-22969-4",""
"Nature Publishing Group","Scientific Reports","USD","1675","2017-12-19T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","1416.73","10.1038/s41598-017-17109-3",""
"Nature Publishing Group","Scientific Reports","USD","1675","2018-01-08T15:26:34.093+01:00","Bill & Melinda Gates Foundation","2018","1398.98","10.1038/s41598-017-18371-1",""
"Nature Publishing Group","Scientific Reports","USD","1675","2018-02-19T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1349.72","10.1038/s41598-018-20116-7",""
"Nature Publishing Group","Scientific Reports","USD","1675","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1359.58","10.1038/s41598-018-19696-1",""
"Nature Publishing Group","Scientific Reports","USD","1675","2018-02-01T11:50:00.000+01:00","Bill & Melinda Gates Foundation","2018","1344.41","10.1038/s41598-017-16896-z",""
"Nature Publishing Group","Scientific Reports","USD","1675","2018-03-14T01:56:00.000+01:00","Bill & Melinda Gates Foundation","2018","1354.19","10.1038/s41598-017-16045-6",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1428.57","10.1038/s41598-018-21404-y",""
"Nature Publishing Group","Scientific Reports","USD","1760.01001","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","1428.58","10.1038/s41598-018-20956-3",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-03-21T01:14:00.000+01:00","Bill & Melinda Gates Foundation","2018","1432.52","10.1038/s41598-018-21319-8",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-04-20T03:30:00.000+02:00","Bill & Melinda Gates Foundation","2018","1429.85","10.1038/s41598-018-24294-2",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-04-23T11:24:00.000+02:00","Bill & Melinda Gates Foundation","2018","1438.14","10.1038/s41598-018-24640-4",""
"Nature Publishing Group","Scientific Reports","USD","1790","2019-04-25T03:04:00.000+02:00","Bill & Melinda Gates Foundation","2019","1609.28","10.1038/s41598-019-42793-8",""
"Nature Publishing Group","Scientific Reports","USD","1790","2019-04-25T03:18:00.000+02:00","Bill & Melinda Gates Foundation","2019","1609.28","10.1038/s41598-019-43026-8  Share this article",""
"Nature Publishing Group","Scientific Reports","USD","1790","2019-04-25T03:03:00.000+02:00","Bill & Melinda Gates Foundation","2019","1609.28","10.1038/s41598-019-45171-6",""
"Nature Publishing Group","Scientific Reports","USD","1790","2019-02-12T15:45:31.857+01:00","Bill & Melinda Gates Foundation","2019","1584.63","10.1038/s41598-019-39084-7",""
"Nature Publishing Group","Scientific Reports","USD","1790","2019-02-12T15:44:23.437+01:00","Bill & Melinda Gates Foundation","2019","1584.63","10.1038/s41598-019-39242-x",""
"Nature Publishing Group","Scientific Reports","USD","1790","2019-02-22T02:39:00.000+01:00","Bill & Melinda Gates Foundation","2019","1580.57","10.1038/s41598-019-39799-7",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-11-28T02:18:00.000+01:00","Bill & Melinda Gates Foundation","2018","1559.73","10.1038/s41598-018-35886-3",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-12-11T10:11:00.000+01:00","Bill & Melinda Gates Foundation","2018","1546.71","10.1038/s41598-018-37113-5",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-12-11T10:12:00.000+01:00","Bill & Melinda Gates Foundation","2018","1546.71","10.1038/s41598-018-37112-6",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-12-11T10:07:00.000+01:00","Bill & Melinda Gates Foundation","2018","1546.71","10.1038/s41598-018-34436-1",""
"Nature Publishing Group","Scientific Reports","USD","1760","2018-10-25T09:39:00.000+02:00","Bill & Melinda Gates Foundation","2018","1541.7","10.1038/s41598-018-33080-z",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2018-10-09T11:34:00.000+02:00","Bill & Melinda Gates Foundation","2018","3060.78","10.1111/nyas.13919",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2018-10-09T11:35:00.000+02:00","Bill & Melinda Gates Foundation","2018","3060.78","10.1111/nyas.13968",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2018-01-04T15:34:35.697+01:00","Bill & Melinda Gates Foundation","2018","2900.95","10.1111/nyas.13579",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2018-01-04T15:35:57.247+01:00","Bill & Melinda Gates Foundation","2018","2900.95","10.1111/nyas.13593",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2840.91","10.1111/nyas.13574",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2840.91","10.1111/nyas.13601",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2840.91","10.1111/nyas.13600",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2017-12-08T14:30:34.387+01:00","Bill & Melinda Gates Foundation","2017","2980.75","10.1111/nyas.13499",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2017-12-08T14:26:37.970+01:00","Bill & Melinda Gates Foundation","2017","2980.75","10.1111/nyas.13532",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2017-12-08T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2980.75","10.1111/nyas.13511",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2017-11-22T14:36:13.980+01:00","Bill & Melinda Gates Foundation","2017","2978.98","10.1111/nyas.13548",""
"New York Academy of Sciences","Annals of the New York Academy of Sciences","USD","3500","2017-11-22T14:38:54.867+01:00","Bill & Melinda Gates Foundation","2017","2978.98","10.1111/nyas.13527",""
"OMICS International","Journal of Plant Pathology & Microbiology","USD","1519","2017-11-13T11:15:49.597+01:00","Bill & Melinda Gates Foundation","2017","1303.19","10.4172/2157-7471.1000425",""
"","","","","","","","","",""
"Optical Society of America","Optical Materials Express","USD","2062","2019-02-01T03:12:00.000+01:00","Bill & Melinda Gates Foundation","2019","1797.58","10.1364/OME.9.001033",""
"Oxford University Press","Advances in Nutrition","USD","5000","2019-02-22T02:06:00.000+01:00","Bill & Melinda Gates Foundation","2019","4415.01","10.1093/advances/nmy080",""
"Oxford University Press","Advances in Nutrition","USD","5000","2019-02-22T02:09:00.000+01:00","Bill & Melinda Gates Foundation","2019","4415.01","10.1093/advances/nmy130",""
"Oxford University Press","Advances in Nutrition","USD","5000","2019-04-08T03:25:00.000+02:00","Bill & Melinda Gates Foundation","2019","4446.03","10.1093/advances/nmz039",""
"Oxford University Press","Advances in Nutrition","USD","5000","2018-10-26T09:50:00.000+02:00","Bill & Melinda Gates Foundation","2018","4407.23","10.1093/advances/nmy053",""
"Oxford University Press","Advances in Nutrition","USD","5000","2019-01-10T02:19:00.000+01:00","Bill & Melinda Gates Foundation","2019","4334.63","10.1093/advances/nmy094",""
"Oxford University Press","Advances in Nutrition","USD","5000","2017-11-23T12:02:00.000+01:00","Bill & Melinda Gates Foundation","2017","4220.12","10.3945/an.116.014308",""
"Oxford University Press","Advances in Nutrition","USD","5000","2017-07-10T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","4390.97","10.3945/an.116.013896",""
"Oxford University Press","Advances in Nutrition","USD","5000","2018-08-14T11:30:00.000+02:00","Bill & Melinda Gates Foundation","2018","4383.66","10.1093/advances/nmy042",""
"Oxford University Press","American Journal of Agricultural Economics","USD","3150","2018-09-04T02:17:00.000+02:00","Bill & Melinda Gates Foundation","2018","2724.44","10.1093/ajae/aay005",""
"Oxford University Press","American Journal of Agricultural Economics","USD","3150","2018-08-21T01:21:00.000+02:00","Bill & Melinda Gates Foundation","2018","2738.65","10.1093/ajae/aay053",""
"Oxford University Press","American Journal of Agricultural Economics","USD","3150","2018-07-23T13:05:00.000+02:00","Bill & Melinda Gates Foundation","2018","2688.63","10.1093/ajae/aay059",""
"Oxford University Press","American Journal of Agricultural Economics","USD","3150","2018-06-19T10:00:00.000+02:00","Bill & Melinda Gates Foundation","2018","2731.06","10.1093/ajae/aay050",""
"Oxford University Press","American Journal of Agricultural Economics","USD","3000","2017-10-26T12:20:50.520+02:00","Bill & Melinda Gates Foundation","2017","2552.54","10.1093/ajae/aax044",""
"Oxford University Press","American Journal of Agricultural Economics","USD","3308","2019-01-10T02:20:00.000+01:00","Bill & Melinda Gates Foundation","2019","2867.79","10.1093/ajae/aay108",""
"Oxford University Press","American Journal of Clinical Nutrition","USD","4500","2019-01-10T02:18:00.000+01:00","Bill & Melinda Gates Foundation","2019","3901.17","10.1093/ajcn/nqz004",""
"Oxford University Press","American Journal of Clinical Nutrition","USD","4500","2018-10-26T09:49:00.000+02:00","Bill & Melinda Gates Foundation","2018","3966.51","10.1093/ajcn/ngy303",""
"Oxford University Press","American Journal of Clinical Nutrition","USD","5000","2019-04-08T03:28:00.000+02:00","Bill & Melinda Gates Foundation","2019","4446.03","10.1093/ajcn/nqy348",""
"Oxford University Press","American Journal of Clinical Nutrition","USD","5000","2019-04-25T02:16:00.000+02:00","Bill & Melinda Gates Foundation","2019","4495.19","10.1093/ajcn/nqz077",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"Oxford University Press","American Journal of Clinical Nutrition","USD","4500","2018-11-28T11:55:00.000+01:00","Bill & Melinda Gates Foundation","2018","3987.95","10.1093/ajcn/nqy352",""
"Oxford University Press","American Journal of Clinical Nutrition","USD","5000","2017-10-26T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","4254.23","10.3945/ajcn.117.157545",""
"Oxford University Press","American Journal of Clinical Nutrition","USD","3000","2017-08-19T04:26:12.343+02:00","Bill & Melinda Gates Foundation","2017","2550.8","10.3945/ajcn.116.135509",""
"Oxford University Press","American Journal of Clinical Nutrition","USD","5000","2017-08-19T04:24:41.107+02:00","Bill & Melinda Gates Foundation","2017","4251.34","10.3945/ajcn.116.135178",""
"Oxford University Press","American Journal of Clinical Nutrition","USD","5000","2017-08-08T23:53:17.367+02:00","Bill & Melinda Gates Foundation","2017","4232.27","10.3945/ajcn.116.142273",""
