institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2021,798.1751156336726,10.3389/fpain.2021.715219,Identifying motor control strategies and their role in low back pain: a cross-disciplinary approach bridging neurosciences with movement biomechanics,2021-08-17,Frontiers in Pain Research,Frontiers Media,FALSE,NA,NA,862.8273,1.081,2021-0414521-3,NA,185123,Chronoshub
Swiss National Science Foundation (SNSF),2021,1808.9241443108233,10.1038/s41598-021-95392-x,Child-directed speech is optimized for syntax-free semantic inference,2021-08-17,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1955.447,1.081,2676265169,NA,169712,Chronoshub
Swiss National Science Foundation (SNSF),2021,1687.5615171137836,10.3389/fpsyg.2021.589809,Examining working memory performance in adult psychosomatic inpatient,2021-08-17,Frontiers in Psychology,Frontiers Media,FALSE,NA,NA,1824.254,1.081,2020-0309001-6,NA,"163702, 190083",Chronoshub
Swiss National Science Foundation (SNSF),2021,4502.110083256244,10.1038/s41467-021-25045-0,X-ray transient absorption reveals the 1Au (nπ*) state of pyrazine in electronic relaxation,2021-08-17,Nature Communications,Nature Publishing Group,FALSE,NA,NA,4866.781,1.081,2916123606,NA,184414,Chronoshub
Swiss National Science Foundation (SNSF),2021,2690.975948196115,10.3389/fnhum.2021.702520,Automatic sensory predictions: a review of predictive mechanisms in the brain and their link to conscious processing,2021-08-17,Frontiers in Human Neuroscience,Frontiers Media,FALSE,NA,NA,2908.945,1.081,2021-0402862-5,NA,188737,Chronoshub
Swiss National Science Foundation (SNSF),2021,2690.975948196115,10.3389/fphys.2021.719788,A multidisciplinary comparison of different techniques amongst skilled water treaders,2021-08-17,Frontiers in Physiology,Frontiers Media,FALSE,NA,NA,2908.945,1.081,2021-0418250-5,NA,187632,Chronoshub
Swiss National Science Foundation (SNSF),2021,1888.3024976873266,10.1136/bmjopen-2020-048168,Development and validation of a life expectancy estimator for multimorbid older adults: a cohort study protocol,2021-08-17,BMJ Open,BMJ Publishing Group,FALSE,NA,NA,2041.255,1.081,APC600241241,NA,188549,Chronoshub
Swiss National Science Foundation (SNSF),2021,2032.4098057354302,10.1186/s12887-021-02828-4,Walking onset: a poor predictor for motor and cognitive skills in healthy preschool children,2021-08-17,BMC Pediatrics,BioMed Central,FALSE,NA,NA,2197.035,1.081,6106502665,NA,"147673, 170503",Chronoshub
Swiss National Science Foundation (SNSF),2021,1058.722479185939,10.1103/PhysRevResearch.3.033211,Ultrafast electron localization in the EuNi2(Si0.21Ge0.79)2 correlated metal,2021-08-17,Physical review research,American Physical Society,FALSE,NA,NA,1144.479,1.081,INV/21/AUG/006417,NA,"169017, 183615",Chronoshub
Swiss National Science Foundation (SNSF),2021,3811.4014801110084,10.1126/sciadv.abh0895,Marine high temperature extremes amplify the impacts of climate change on fish and fisheries,2021-08-17,Science Advances,American Association for the Advancement of Science,FALSE,NA,NA,4120.125,1.081,APC600240521,NA,170687,Chronoshub
Swiss National Science Foundation (SNSF),2021,2402.9842738205366,10.1186/s12874-021-01350-6,Methodological aspects for accelerometer-based assessment of physical activity in heart failure and health,2021-08-17,BMC Medical Research Methodology,BioMed Central,FALSE,NA,NA,2597.626,1.081,6106499642,NA,182815,Chronoshub
Swiss National Science Foundation (SNSF),2021,1115.6336725254394,10.3390/mps4030051,Pichia pastoris and the Recombinant Human Heterodimeric Amino Acid Transporter 4F2hc-LAT1: From Clone Selection to Pure Protein,2021-08-16,Methods and Protocols,MDPI,FALSE,2409-9279,http://doi.org/10.3390/mps4030051,1206,1.081,108681 - 10670 - 16.08.2021,51AC-0_206729,185544,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1427.5763182238668,10.5194/cp-17-1627-2021,CH&lt;sub&gt;4&lt;/sub&gt; and N&lt;sub&gt;2&lt;/sub&gt;O fluctuations during the penultimate deglaciation,2021-08-16,Climate of the Past,Cambridge University Press,FALSE,1814-9332,http://doi.org/10.5194/cp-17-1627-2021,1543.21,1.081,108670 - 10754 - 16.08.2021,20AC-1_206593,200492,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1594.0795559666976,10.3390/microorganisms9081758,Enterovirus D: a small but versatile species,2021-08-16,microorganisms,MDPI,FALSE,NA,NA,1723.2,1.081,108680 - 10415 - 16.08.2021,31AC-0_206697,184777,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1753.4875115633672,10.3390/nano11082003,Membrane-Interacting DNA Nanotubes Induce Cancer Cell Death,2021-08-16,Nanomaterials,,FALSE,2079-4991,http://doi.org/10.3390/nano11082003,1895.52,1.081,108675 - 10415 - 16.08.2021,51AC-0_206594,141849,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1786.8825161887141,10.1136/bmjopen-2021-052755,"Risk of 30-day hospital readmission associated with medical conditions and drug regimens of polymedicated, older inpatients discharged home: a registry-based cohort study",2021-08-16,BMJ Open,,FALSE,2044-6055,http://doi.org/10.1136/bmjopen-2021-052755,1931.62,1.081,108683 - 10288 - 16.08.2021,40AC-0_206701,183434,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1843.098982423682,10.1038/s41598-021-94290-6,Zinc systematics quantify crustal thickness control on fractionating assemblages of arc magmas,2021-08-16,Scientific Reports,Springer Nature Group,FALSE,2045-2322,http://doi.org/10.1038/s41598-021-94290-6,1992.39,1.081,108669 - 10859 - 16.08.2021,20AC-1_206582,169032,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1843.098982423682,10.1038/s41598-021-94515-8,Equatorial pliosaurid from Venezuela marks the youngest South American occurrence of the clade,2021-08-16,Scientific Reports,Springer Nature,FALSE,NA,NA,1992.39,1.081,108673 - 10859 - 16.08.2021,31AC-0_206597,179401,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1843.098982423682,10.1038/s41598-021-95566-7,Exploring grip strength as a predictor of depression in middle-aged and older adults,2021-08-16,Scientific Reports,Springer Nature,FALSE,2045-2322,NA,1992.39,1.081,108674 - 10859 - 16.08.2021,51AC-0_206580,185901,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1929.6947271045328,10.1186/s13578-021-00618-0,A ribonucleoprotein transfection strategy for CRISPR/Cas9‐mediated gene editing and single cell cloning in rainbow trout cells,2021-08-16,Cell & Bioscience,BioMed Central,FALSE,2045-3701,http://doi.org/10.1186/s13578-021-00618-0,2086,1.081,108676 - 10173 - 16.08.2021,CRAC-3_206577,190920,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2073.2192414431083,10.1093/molbev/msab199,"BUSCO update: novel and streamlined workflows along with broader and deeper phylogenetic coverage for scoring of eukaryotic, prokaryotic, and viral genomes",2021-08-16,Molecular Biology and Evolution,,TRUE,1537-1719,http://doi.org/10.1093/molbev/msab199,2241.15,1.081,108671 - 10849 - 16.08.2021,31AC-0_206583,189062,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2322.7012025901945,10.1371/journal.pgen.1009460,Homothorax controls a binary Rhodopsin switch in Drosophila ocelli,2021-08-16,PLOS Genetics,,FALSE,1553-7404,http://doi.org/10.1371/journal.pgen.1009460,2510.84,1.081,108672 - 10850 - 16.08.2021,31AC-0_206592,188471,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,5061.276595744681,10.1038/s41467-021-25039-y,Clinal genomic analysis reveals strong reproductive isolation across a steep habitat transition in stickleback fish,2021-08-16,Nature Communications,Springer Nature,FALSE,NA,NA,5471.24,1.081,108682 - 12566 - 16.08.2021,31AC-0_206700,165826,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1712.3034227567068,10.1364/OE.428051,Dual-comb ranging with frequency combs from single cavity free-running laser oscillators,2021-08-11,Optics Express,,FALSE,1094-4087,NA,1851,1.081,108624 - 10202 - 11.08.2021,40AC-0_206489,180933,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1896.3922294172064,10.1364/OE.427192,Silicate bonding of sapphire to SESAMs: adjustable thermal lensing for high-power lasers,2021-08-11,Optics Express,,FALSE,1094-4087,NA,2050,1.081,108623 - 10202 - 11.08.2021,20AC-1_206488,172644,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4892.479185938946,10.1038/s41467-021-24954-4,CRISPR/Cas9-engineered inducible gametocyte producer lines as a valuable tool for Plasmodium falciparum malaria transmission research,2021-08-11,Nature Communications,Springer Nature,FALSE,NA,NA,5288.77,1.081,108622 - 10859 - 11.08.2021,BSAC-0_206531,157729,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,111.93339500462535,10.1016/j.ifacol.2021.06.131,Network Inference using Sinusoidal Probing,2021-08-04,IFAC-PapersOnLine,,FALSE,NA,NA,121,1.081,108546 - 12542 - 04.08.2021,P4AC-2_206408,194359,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1046.2534690101759,10.1103/PhysRevResearch.3.013195,Towards the complete phase profiling of attosecond wave packets,2021-08-04,Physical Review Research,,FALSE,2643-1564,http://doi.org/10.1103/PhysRevResearch.3.013195,1131,1.081,108543 - 10202 - 04.08.2021,51AC-0_206412,183615,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1594.0795559666976,10.3390/ijms22126368,mTOR Signaling in the Inner Ear as Potential Target to Treat Hearing Loss,2021-08-04,International Journal of Molecular Sciences,,FALSE,1422-0067,http://doi.org/10.3390/ijms22126368,1723.2,1.081,108541 - 10675 - 04.08.2021,32AC-0_206379,191222,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1753.4875115633672,10.3390/cancers13123015,Systematic Review on the Association of Radiomics with Tumor Biological Endpoints,2021-08-04,Cancers,,FALSE,2072-6694,http://doi.org/10.3390/cancers13123015,1895.52,1.081,108542 - 10415 - 04.08.2021,31AC-0_206383,173303,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2637.372802960222,10.1001/jamanetworkopen.2021.21418,"Effect of briefing on acupuncture treatment outcome expectations, pain and side effects in chronic low back pain patients: a randomized controlled single-blind trial ",2021-08-04,JAMA Network Open,American Medical Association ,FALSE,2574-3805,NA,2851,1.081,108545 - 10674 - 04.08.2021,10AC--_206407,159833,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2863.015726179464,10.1136/bmjgh-2021-005964,Governance factors that affect the implementation of health financing reforms in Tanzania: an exploratory study of stakeholders’ perspectives,2021-08-04,BMJ Global Health,BMJ,FALSE,NA,NA,3094.92,1.081,108540 - 10815 - 04.08.2021,40AC-0_206373,183760,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2691.2303422756704,10.3389/fmicb.2021.630293,Generation of tetracycline and rifamycin resistant Chlamydia suis recombinants,2021-08-04,Frontiers in Microbiology,Frontiers,FALSE,N/A,NA,2909.22,1.081,108539 - 10239 - 04.08.2021,32AC-0_206374,177579,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,4910.268270120259,10.1038/s41467-021-25158-6,A genome-scale metabolic model of Saccharomyces cerevisiae that integrates expression constraints and reaction thermodynamics,2021-08-04,Nature Communications,Springer Nature,FALSE,NA,NA,5308,1.081,108538 - 10859 - 04.08.2021,20AC-1_206377,188623,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2254.850138760407,10.3389/fpubh.2021.653398,System Thinking and Citizen Participation Is Still Missing in One Health Initiatives – Lessons From Fifteen Evaluations,2021-08-02,Frontiers in Public Health,Frontiers Media,FALSE,NA,NA,2437.493,1.081,2021-0357820-4,NA,174587,Chronoshub
Swiss National Science Foundation (SNSF),2021,2141.075855689177,10.1186/s12864-021-07742-8,Triple RNA-Seq characterizes aphid gene expression in response to infection with unequally virulent strains of the endosymbiont Hamiltonella defense,2021-08-02,BMC Genomics,BioMed Central,FALSE,NA,NA,2314.503,1.081,6106495021,NA,154396,Chronoshub
Swiss National Science Foundation (SNSF),2021,2200.256244218316,10.1186/s12875-021-01488-8,Baseline characteristics and comparability of older multimorbid patients with polypharmacy and general practitioners participating in a randomized controlled primary care trial,2021-08-02,BMC Family Practice,BioMed Central,FALSE,NA,NA,2378.477,1.081,6106497806,NA,167465,Chronoshub
Swiss National Science Foundation (SNSF),2021,1818.3006475485663,10.1038/s41598-021-92596-z,Case–control diagnostic accuracy study of a non-sputum CD38-based TAM-TB test from a single milliliter of blood,2021-08-02,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1965.583,1.081,2676263853,NA,177163,Chronoshub
Swiss National Science Foundation (SNSF),2021,2671.40888066605,10.3389/fcell.2021.695546,Specific Transcriptomic Signatures and Dual Regulation of Steroidogenesis Between Fetal and Adult Mouse Leydig Cells,2021-08-02,Frontiers in Cell and Developmental Biology,Frontiers Media,FALSE,NA,NA,2887.793,1.081,2021-0396514-4,NA,173070,Chronoshub
Swiss National Science Foundation (SNSF),2021,2671.40888066605,10.3389/fmolb.2021.705141,Linear Peptides—A Combinatorial Innovation in the Venom of Some Modern Spiders,2021-08-02,Frontiers in Molecular Biosciences,Frontiers Media,FALSE,NA,NA,2887.793,1.081,2021-0404927-3,NA,162564,Chronoshub
Swiss National Science Foundation (SNSF),2021,2671.40888066605,10.3389/fphar.2021.712354,Species-Specific Effects of Cation Channel TRPM4 Small-Molecule Inhibitors,2021-08-02,Frontiers in Pharmacology,Frontiers Media,FALSE,NA,NA,2887.793,1.081,2021-0411865-4,NA,184783,Chronoshub
Swiss National Science Foundation (SNSF),2021,885.1892691951897,10.3389/frsus.2021.689877,"Decision Framework to Balance Environmental, Technical, Logistical, and Economic Criteria When Designing Structures With Reused Components",2021-08-02,Frontiers in Sustainability,Frontiers Media,FALSE,NA,NA,956.8896,1.081,2021-0391028-5,NA,192059,Chronoshub
Swiss National Science Foundation (SNSF),2021,860.2841813135987,10.3389/fcomm.2021.668086,The Representation of Earthquakes in Hindu Religion: A Literature Review to Improve Educational Communications in Nepal,2021-08-02,Frontiers in Communication,Frontiers Media,FALSE,NA,NA,929.9672,1.081,2021-0372102-6,NA,187199,Chronoshub
Swiss National Science Foundation (SNSF),2021,2102.0481036077704,10.7554/eLife.68583,Niche partitioning facilitates coexistence of closely related honey bee gut bacteria,2021-08-02,eLife,eLife Sciences Publications,FALSE,NA,NA,2272.314,1.081,P007075,NA,179487,Chronoshub
Swiss National Science Foundation (SNSF),2021,4873.9065679926,10.1038/s41467-021-24490-1,Miniature Neurotransmission is required to maintain Drosophila Synaptic Structures during Ageing,2021-08-02,Nature Communications,Nature Publishing Group,FALSE,NA,NA,5268.693,1.081,2676263606,NA,179587,Chronoshub
Swiss National Science Foundation (SNSF),2021,2671.40888066605,10.3389/fpsyt.2021.703118,Online Gambling's Associations With Gambling Disorder and Related Problems in a Representative Sample of Young Swiss Men,2021-08-02,Frontiers in Psychiatry,Frontiers Media,FALSE,NA,NA,2887.793,1.081,2021-0403312-3,NA,"148493, 177519",Chronoshub
Swiss National Science Foundation (SNSF),2021,2883.459759481961,10.1038/s42003-021-02414-5,"The methylome of the model arbuscular mycorrhizal fungus, Rhizophagus irregularis, shares characteristics with early diverging fungi and Dikarya",2021-08-02,Communications Biology,Springer Nature,FALSE,NA,NA,3117.02,1.081,2676263851,NA,"162549, 182826",Chronoshub
Swiss National Science Foundation (SNSF),2021,2671.40888066605,10.3389/fpsyg.2021.606548,Nonverbal Social Sensing: What Social Sensing Can and Cannot Do for the Study of Nonverbal Behavior From Video,2021-08-02,Frontiers in Psychology,Frontiers Media,FALSE,NA,NA,2887.793,1.081,2020-0313757-5,NA,"183564, 183564",Chronoshub
Swiss National Science Foundation (SNSF),2021,1818.3006475485663,10.1038/s41598-021-94626-2,Age-related differences in strategic competition,2021-08-02,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1965.583,1.081,2676263855,NA,185463,Chronoshub
Swiss National Science Foundation (SNSF),2021,1818.3006475485663,10.1038/s41598-021-94869-z,Effects of a Virtual Gender Swap on Social and Temporal Decision-Making,2021-08-02,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1965.583,1.081,2676263849,NA,170511,Chronoshub
Swiss National Science Foundation (SNSF),2021,1819.9195189639224,10.1186/s12864-021-07812-x,Stage-specific transcriptomic changes in pancreatic alpha-cells after massive beta-cell loss,2021-08-02,BMC Genomics,BioMed Central,FALSE,NA,NA,1967.333,1.081,6106490297,NA,"173319, 192496",Chronoshub
